date,close,volume,macd_line,macd_diff,macd_signal,rsi,vix_prct_returns,daily_prct_change,ebitda,ev_ebitda,daily_return,log_return,target,time_idx,symbol
2016-04-22,23.98,147820948,0.154588408,-0.194532361,0.349120769,44.54798218,-5.23297491,-0.249584027,16464.0,38.94071914480078,-0.0523297491039426,-0.0024989600676386422,-0.011685106081437868,21,AAPL
2016-04-25,23.84,118184996,0.091849776,-0.205816795,0.29766657,42.56491218,6.505295008,-0.58381985,16464.0,38.94071914480078,0.0650529500756429,-0.005855307402219221,-0.0009407338417199851,24,AAPL
2016-04-26,23.68,230956636,0.028885323,-0.215024998,0.243910321,40.35399162,-0.852272727,-0.67114094,16464.0,38.94071914480078,-0.0085227272727271,-0.006734032181344068,0.0163364193196936,25,AAPL
2016-04-27,22.2,480006028,-0.138837657,-0.306198382,0.167360725,26.59372215,-1.361031519,-6.25,16464.0,38.94071914480078,-0.0136103151862465,-0.06453852113757118,-0.010705245359063103,26,AAPL
2016-04-28,21.52,337419648,-0.322907369,-0.392214475,0.069307106,22.75452743,10.53013798,-3.063063063,16464.0,38.94071914480078,0.1053013798111837,-0.031109553584650115,-0.003750590425668196,27,AAPL
2016-04-29,21.27,290831320,-0.483384694,-0.44215344,-0.041231254,21.52424527,3.153745072,-1.161710037,16464.0,38.94071914480078,0.031537450722733,-0.011685106081437868,-0.005652393758614163,28,AAPL
2016-05-02,21.25,199917496,-0.605201577,-0.451176258,-0.154025318,21.42444742,-6.496815287,-0.094029149,16464.0,38.94071914480078,-0.064968152866242,-0.0009407338417199851,0.0004722550264864761,31,AAPL
2016-05-03,21.6,237036220,-0.665825042,-0.409439779,-0.256385263,27.73869765,6.267029973,1.647058824,16464.0,38.94071914480078,0.0626702997275203,0.0163364193196936,0.007057192309998759,32,AAPL
2016-05-04,21.37,173341824,-0.724081888,-0.3741573,-0.349924588,26.24609725,2.884615385,-1.064814815,16464.0,38.94071914480078,0.0288461538461539,-0.010705245359063103,-0.009894073645198318,33,AAPL
2016-05-05,21.29,154266840,-0.767854836,-0.334344199,-0.433510638,25.72753312,-0.872274143,-0.374356575,16464.0,38.94071914480078,-0.0087227414330218,-0.003750590425668196,-0.023958980249246864,34,AAPL
2016-05-06,21.17,181773148,-0.802972049,-0.295569129,-0.50740292,24.93180022,-7.479572596,-0.563644904,16464.0,38.94071914480078,-0.0747957259585165,-0.005652393758614163,0.0019379851026784913,35,AAPL
2016-05-09,21.18,142356048,-0.820537135,-0.250507372,-0.570029763,25.1395903,-1.019021739,0.047236656,16464.0,38.94071914480078,-0.0101902173913043,0.0004722550264864761,0.036592345793993175,38,AAPL
2016-05-10,21.33,140169684,-0.812982292,-0.194362023,-0.618620269,28.34364173,-6.451612903,0.708215297,16464.0,38.94071914480078,-0.064516129032258,0.007057192309998759,-0.004208563611878341,39,AAPL
2016-05-11,21.12,121439752,-0.814550637,-0.156744294,-0.657806342,26.62550452,7.776962583,-0.984528833,16464.0,38.94071914480078,0.077769625825385,-0.009894073645198318,0.011646998653108677,40,AAPL
2016-05-12,20.62,312238900,-0.846382808,-0.150861173,-0.695521635,23.04378623,-1.906058543,-2.367424242,16464.0,38.94071914480078,-0.0190605854322668,-0.023958980249246864,-0.004177309393098857,41,AAPL
2016-05-13,20.66,185864788,-0.858486273,-0.13037171,-0.728114563,23.92545932,4.371963914,0.193986421,16464.0,38.94071914480078,0.0437196391394862,0.0019379851026784913,0.011100946559446193,42,AAPL
2016-05-16,21.43,259191528,-0.796761223,-0.054917328,-0.741843895,38.52605019,-2.393617021,3.727008712,16464.0,38.94071914480078,-0.0239361702127659,0.036592345793993175,0.012343013845306994,45,AAPL
2016-05-17,21.34,201838032,-0.746500729,-0.003725467,-0.742775262,37.61727821,6.0626703,-0.419972002,16464.0,38.94071914480078,0.0606267029972753,-0.004208563611878341,0.015329425521207597,46,AAPL
2016-05-18,21.59,177770364,-0.678672698,0.051282051,-0.729954749,41.7291006,2.44059088,1.171508903,16464.0,38.94071914480078,0.0244059087989723,0.011646998653108677,0.01729916726281205,47,AAPL
2016-05-19,21.5,126363004,-0.624976404,0.083982676,-0.70895908,40.68932949,2.382445141,-0.416859657,16464.0,38.94071914480078,0.0238244514106582,-0.004177309393098857,0.007884403524149056,48,AAPL
2016-05-20,21.74,139073556,-0.55663912,0.121855968,-0.678495088,44.65000891,-6.919779547,1.11627907,16464.0,38.94071914480078,-0.0691977954684629,0.011100946559446193,-0.0004363953811347131,49,AAPL
2016-05-23,22.01,163805384,-0.475216586,0.162622802,-0.637839387,48.79290643,4.078947368,1.241950322,16464.0,38.94071914480078,0.0407894736842104,0.012343013845306994,-0.004812960505009001,52,AAPL
2016-05-24,22.35,149254964,-0.378885921,0.207162773,-0.586048694,53.51169169,-8.849557522,1.544752385,16464.0,38.94071914480078,-0.0884955752212389,0.015329425521207597,-0.014134510934904806,53,AAPL
2016-05-25,22.74,165859244,-0.267984279,0.254451532,-0.522435811,58.26278861,-3.606102635,1.744966443,16464.0,38.94071914480078,-0.0360610263522884,0.01729916726281205,-0.007591016581049226,54,AAPL
2016-05-26,22.92,235125056,-0.163682602,0.287002567,-0.450685169,60.28044454,-3.381294964,0.791556728,16464.0,38.94071914480078,-0.0338129496402878,0.007884403524149056,0.0017913126151368323,55,AAPL
2016-05-27,22.91,153814288,-0.080897156,0.295830411,-0.376727567,60.10660121,-2.308265078,-0.043630017,16464.0,38.94071914480078,-0.0230826507818318,-0.0004363953811347131,0.007577482211911731,56,AAPL
2016-05-31,22.8,192548768,-0.023889787,0.282270224,-0.306160011,58.12100001,8.155487805,-0.480139677,16464.0,38.94071914480078,0.0815548780487804,-0.004812960505009001,0.003988483018388876,60,AAPL
2016-06-01,22.48,123297528,-0.004480712,0.241343439,-0.245824151,52.67001172,0.070472163,-1.403508772,16464.0,38.94071914480078,0.0007047216349542,-0.014134510934904806,-0.0008849558099666025,61,AAPL
2016-06-02,22.31,168349124,-0.002784362,0.194431831,-0.197216193,49.98781896,-4.014084507,-0.756227758,16464.0,38.94071914480078,-0.0401408450704224,-0.007591016581049226,0.007057814917047589,62,AAPL
2016-06-03,22.35,120845784,0.0017673,0.159186795,-0.157419494,50.62495161,-1.173881145,0.179291797,16464.0,38.94071914480078,-0.0117388114453411,0.0017913126151368323,-0.00838671876710129,63,AAPL
2016-06-06,22.52,98692284,0.018874531,0.14103522,-0.122160689,53.34529142,1.336302895,0.760626398,16464.0,38.94071914480078,0.0133630289532293,0.007577482211911731,-0.01518564241837422,66,AAPL
2016-06-07,22.61,96488016,0.039242025,0.129122171,-0.089880147,54.76617092,2.93040293,0.39964476,16464.0,38.94071914480078,0.0293040293040294,0.003988483018388876,0.001349224400765385,67,AAPL
2016-06-08,22.59,90099236,0.053156819,0.114429572,-0.061272754,54.36989976,0.213523132,-0.088456435,16464.0,38.94071914480078,0.0021352313167259,-0.0008849558099666025,-0.00315102669002822,68,AAPL
2016-06-09,22.75,110949308,0.07621648,0.109991387,-0.033774907,57.04748531,3.977272727,0.708277999,16464.0,38.94071914480078,0.0397727272727272,0.007057814917047589,0.004049499347055303,69,AAPL
2016-06-10,22.56,136399148,0.078257907,0.089626251,-0.011368344,53.06530518,16.32513661,-0.835164835,16464.0,38.94071914480078,0.1632513661202186,-0.00838671876710129,-0.023167059281534303,70,AAPL
2016-06-13,22.22,159762620,0.05184298,0.05056906,0.001273921,46.7732574,23.13564298,-1.507092199,16464.0,38.94071914480078,0.2313564298297121,-0.01518564241837422,-0.0023004380975414226,73,AAPL
2016-06-14,22.25,133688200,0.032949884,0.025340771,0.007609113,47.3662816,-2.241297091,0.135013501,16464.0,38.94071914480078,-0.0224129709108249,0.001349224400765385,0.008256927644570975,74,AAPL
2016-06-15,22.18,127036920,0.012188058,0.003663156,0.008524902,46.07630554,-1.756097561,-0.314606742,16464.0,38.94071914480078,-0.0175609756097561,-0.00315102669002822,-0.0036613313212339894,75,AAPL
2016-06-16,22.27,129911720,0.002962262,-0.004450112,0.007412374,48.03580746,-3.823237339,0.405770965,16464.0,38.94071914480078,-0.0382323733862959,0.004049499347055303,0.0059428746335466924,76,AAPL
2016-06-17,21.76,300364748,-0.044983444,-0.041916655,-0.003066789,39.31697225,0.206504904,-2.290076336,16464.0,38.94071914480078,0.0020650490449147,-0.023167059281534303,-0.02866585554944047,77,AAPL
2016-06-20,21.71,145192964,-0.086023716,-0.066365541,-0.019658175,38.57768361,-5.358062854,-0.229779412,16464.0,38.94071914480078,-0.0535806285419886,-0.0023004380975414226,-0.014647084440734651,80,AAPL
2016-06-21,21.89,149610048,-0.102838474,-0.066544239,-0.036294234,42.75106937,0.598802395,0.829111009,16464.0,38.94071914480078,0.0059880239520957,0.008256927644570975,0.01698955447414724,81,AAPL
2016-06-22,21.81,123319220,-0.121222247,-0.06794241,-0.053279837,41.4045501,14.55627706,-0.365463682,16464.0,38.94071914480078,0.1455627705627706,-0.0036613313212339894,0.00838774721870062,82,AAPL
2016-06-23,21.94,140004516,-0.123873668,-0.056475065,-0.067398603,44.4655687,-18.51676901,0.596056855,16464.0,38.94071914480078,-0.1851676901275391,0.0059428746335466924,0.012451163855167962,83,AAPL
2016-06-24,21.32,347803032,-0.173998016,-0.08527953,-0.088718486,35.05894212,49.33333333,-2.825888788,16464.0,38.94071914480078,0.4933333333333334,-0.02866585554944047,0.0032029311298467623,84,AAPL
2016-06-27,21.01,200329804,-0.23601569,-0.117837763,-0.118177926,31.47374409,-7.414596273,-1.454033771,16464.0,38.94071914480078,-0.0741459627329192,-0.014647084440734651,-0.008717650988357722,87,AAPL
2016-06-28,21.37,173472608,-0.253197449,-0.108015618,-0.145181831,39.2438998,-21.3836478,1.713469776,16464.0,38.94071914480078,-0.2138364779874214,0.01698955447414724,0.005056319667123811,88,AAPL
2016-06-29,21.55,158102260,-0.249414526,-0.083386156,-0.16602837,42.73996115,-11.25333333,0.842302293,16464.0,38.94071914480078,-0.1125333333333332,0.00838774721870062,0.004118056608917548,89,AAPL
2016-06-30,21.82,159967300,-0.222069905,-0.044833228,-0.177236677,47.60980578,-6.069711538,1.252900232,12631.0,45.529253424115275,-0.0606971153846154,0.012451163855167962,0.007732583446189956,90,AAPL
2016-07-01,21.89,108723704,-0.1925313,-0.012235699,-0.180295602,48.82498519,-5.502239283,0.320806599,12631.0,45.529253424115275,-0.0550223928342931,0.0032029311298467623,0.00316670701184587,91,AAPL
2016-07-05,21.7,122360552,-0.182351125,-0.001644419,-0.180706706,45.72483465,5.48408937,-0.867976245,12631.0,45.529253424115275,0.054840893703453,-0.008717650988357722,0.004506542101890795,95,AAPL
2016-07-06,21.81,129282032,-0.1635222,0.013747605,-0.177269805,47.79166245,-3.979460847,0.506912442,12631.0,45.529253424115275,-0.0397946084724004,0.005056319667123811,-0.005862474513026608,96,AAPL
2016-07-07,21.9,107037620,-0.139727205,0.03003408,-0.169761285,49.48656431,-1.336898396,0.412654746,12631.0,45.529253424115275,-0.0133689839572193,0.004118056608917548,0.019705071079332556,97,AAPL
2016-07-08,22.07,123906208,-0.105930816,0.051064375,-0.156995191,52.6157396,-10.56910569,0.776255708,12631.0,45.529253424115275,-0.1056910569105691,0.007732583446189956,0.0,98,AAPL
2016-07-11,22.14,102527224,-0.07266093,0.067467409,-0.140128339,53.88257967,2.575757576,0.317172633,12631.0,45.529253424115275,0.0257575757575756,0.00316670701184587,0.010586777308905405,101,AAPL
2016-07-12,22.24,102969884,-0.037789527,0.08187105,-0.119660577,55.70451836,0.073855244,0.451671183,12631.0,45.529253424115275,0.0007385524372232,0.004506542101890795,0.00043869270280235653,102,AAPL
2016-07-13,22.11,117377400,-0.020408347,0.079401783,-0.099810131,52.78502483,-3.763837638,-0.584532374,12631.0,45.529253424115275,-0.0376383763837639,-0.005862474513026608,0.0008768084735343862,103,AAPL
2016-07-14,22.55,162482552,0.028541675,0.102681444,-0.07413977,60.35800184,-1.687116564,1.990049751,12631.0,45.529253424115275,-0.0168711656441716,0.019705071079332556,-0.005272419946572623,104,AAPL
2016-07-15,22.55,137759696,0.06656757,0.112565872,-0.045998302,60.35800184,-1.170046802,0.0,12631.0,45.529253424115275,-0.0117004680187208,0.0,-0.00796112121586733,105,AAPL
2016-07-18,22.79,154551344,0.114746633,0.128595948,-0.013849315,64.00974122,-1.81531176,1.064301552,12631.0,45.529253424115275,-0.0181531176006314,0.010586777308905405,-0.013411019060005764,108,AAPL
2016-07-19,22.8,102069904,0.151983829,0.132666515,0.019317314,64.15789447,-3.778135048,0.043878894,12631.0,45.529253424115275,-0.037781350482315,0.00043869270280235653,-0.00677356394283886,109,AAPL
2016-07-20,22.82,112395268,0.181021702,0.12936351,0.051658192,64.47288741,-1.670843776,0.087719298,12631.0,45.529253424115275,-0.0167084377610694,0.0008768084735343862,0.06278120088146832,110,AAPL
2016-07-21,22.7,137567112,0.192136598,0.112382725,0.079753873,61.00844617,8.241291419,-0.525854514,12631.0,45.529253424115275,0.0824129141886151,-0.005272419946572623,0.013525142777040831,111,AAPL
2016-07-22,22.52,122493356,0.184296284,0.083633929,0.100662355,56.13572711,-5.651491366,-0.792951542,12631.0,45.529253424115275,-0.0565149136577708,-0.00796112121586733,-0.0012602396122877771,112,AAPL
2016-07-25,22.22,169501760,0.152121721,0.041167493,0.110954228,49.09734487,7.071547421,-1.332149201,12631.0,45.529253424115275,0.0707154742096505,-0.013411019060005764,0.017500446635100867,115,AAPL
2016-07-26,22.07,230979576,0.113214338,0.001808088,0.11140625,45.99226362,1.398601399,-0.675067507,12631.0,45.529253424115275,0.0139860139860141,-0.00677356394283886,-0.014981553615616833,116,AAPL
2016-07-27,23.5,389004188,0.195515228,0.067287182,0.128228046,67.25411732,-1.685823755,6.479383779,12631.0,45.529253424115275,-0.0168582375478927,0.06278120088146832,0.012500162764231248,117,AAPL
2016-07-28,23.82,166356456,0.283294953,0.124053526,0.159241427,70.0916223,-0.857365549,1.361702128,12631.0,45.529253424115275,-0.0085736554949337,0.013525142777040831,0.006191970247921201,118,AAPL
2016-07-29,23.79,122732984,0.346446648,0.149764176,0.196682471,69.48374058,-6.682389937,-0.125944584,12631.0,45.529253424115275,-0.0668238993710692,-0.0012602396122877771,0.01511158019476261,119,AAPL
2016-08-01,24.21,159464372,0.425480635,0.183038531,0.242442104,73.01254521,4.802021904,1.765447667,12631.0,45.529253424115275,0.0480202190395957,0.017500446635100867,0.008074327274048032,122,AAPL
2016-08-02,23.85,141556368,0.453835119,0.169114412,0.284720707,65.97071717,7.475884244,-1.486988848,12631.0,45.529253424115275,0.0747588424437299,-0.014981553615616833,0.004012846476368372,123,AAPL
2016-08-03,24.15,129006372,0.494809884,0.168071341,0.326738542,68.68148617,-3.814510097,1.257861635,12631.0,45.529253424115275,-0.038145100972326,0.012500162764231248,-0.007234758244582649,124,AAPL
2016-08-04,24.3,114390968,0.533239573,0.165200825,0.368038748,69.96960362,-3.421461897,0.621118012,12631.0,45.529253424115275,-0.0342146189735613,0.006191970247921201,-0.0008071025458309548,125,AAPL
2016-08-05,24.67,171925928,0.586787169,0.174998736,0.411788433,72.92746854,-8.293075684,1.522633745,12631.0,45.529253424115275,-0.0829307568438002,0.01511158019476261,0.002419356018806979,126,AAPL
2016-08-08,24.87,122973032,0.638007797,0.180975491,0.457032305,74.39553569,0.965759438,0.810701257,12631.0,45.529253424115275,0.0096575943810359,0.008074327274048032,0.012009752035425657,129,AAPL
2016-08-09,24.97,111715720,0.678844382,0.177449661,0.501394721,75.12195599,1.391304348,0.402090873,12631.0,45.529253424115275,0.0139130434782608,0.004012846476368372,-0.0011945054177625106,130,AAPL
2016-08-10,24.79,100337812,0.688743765,0.149879235,0.538864529,71.20592944,3.344768439,-0.720865038,12631.0,45.529253424115275,0.0334476843910807,-0.007234758244582649,-0.001195933967536267,131,AAPL
2016-08-11,24.77,120544948,0.687055318,0.118552631,0.568502687,70.76452519,-3.070539419,-0.080677693,12631.0,45.529253424115275,-0.0307053941908714,-0.0008071025458309548,-0.0011973659383043454,132,AAPL
2016-08-12,24.83,80459308,0.682689095,0.091349127,0.591339969,71.33854195,-1.113013699,0.242228502,12631.0,45.529253424115275,-0.0111301369863012,0.002419356018806979,0.002393299905840484,133,AAPL
2016-08-15,25.13,109741108,0.695419957,0.083263991,0.612155966,74.07898687,2.251082251,1.208215868,12631.0,45.529253424115275,0.0225108225108225,0.012009752035425657,-0.008000042667076376,136,AAPL
2016-08-16,25.1,142838396,0.695076103,0.066336109,0.628739994,73.32397551,7.027942422,-0.119379228,12631.0,45.529253424115275,0.0702794242167654,-0.0011945054177625106,0.003207701226769859,137,AAPL
2016-08-17,25.07,106482320,0.684492443,0.04460196,0.639890484,72.52791093,-3.560126582,-0.119521912,12631.0,45.529253424115275,-0.0356012658227848,-0.001195933967536267,-0.007635158650332546,138,AAPL
2016-08-18,25.04,92846904,0.666006757,0.020893019,0.645113738,71.68971826,-6.23461854,-0.119664938,12631.0,45.529253424115275,-0.062346185397867,-0.0011973659383043454,-0.004042042690010931,139,AAPL
2016-08-19,25.1,112876228,0.648720173,0.002885148,0.645835025,72.37729252,-0.787401575,0.239616613,12631.0,45.529253424115275,-0.0078740157480314,0.002393299905840484,-0.006093864074322892,140,AAPL
2016-08-22,24.9,109832396,0.611829315,-0.027204568,0.639033883,66.5731514,8.201058201,-0.796812749,12631.0,45.529253424115275,0.082010582010582,-0.008000042667076376,-0.0008153282147546764,143,AAPL
2016-08-23,24.98,91270716,0.582335573,-0.045358648,0.627694221,67.68931156,0.896495518,0.321285141,12631.0,45.529253424115275,0.0089649551752242,0.003207701226769859,-0.00777895427257946,144,AAPL
2016-08-24,24.79,101807936,0.537434943,-0.072207422,0.609642366,62.36322811,8.642972536,-0.760608487,12631.0,45.529253424115275,0.0864297253634893,-0.007635158650332546,0.0008216927331676007,145,AAPL
2016-08-25,24.69,104536284,0.488154564,-0.097190241,0.585344805,59.7006755,1.338289963,-0.403388463,12631.0,45.529253424115275,0.013382899628253,-0.004042042690010931,0.006141268022082429,146,AAPL
2016-08-26,24.54,117579480,0.432015754,-0.122663241,0.554678995,55.84890656,0.146735143,-0.607533414,12631.0,45.529253424115275,0.0014673514306675,-0.006093864074322892,0.009343963982643647,147,AAPL
2016-08-29,24.52,112340156,0.381513657,-0.13853227,0.520045927,55.33626449,-5.201465201,-0.081499593,12631.0,45.529253424115275,-0.052014652014652,-0.0008153282147546764,-0.00040444894383492077,150,AAPL
2016-08-30,24.33,105875016,0.322442058,-0.158083095,0.480525154,50.58579599,1.391035549,-0.774877651,12631.0,45.529253424115275,0.0139103554868624,-0.00777895427257946,0.006049625225823438,151,AAPL
2016-08-31,24.35,143186212,0.274081779,-0.1651547,0.439236479,51.06204436,2.286585366,0.082203042,12631.0,45.529253424115275,0.0228658536585366,0.0008216927331676007,-0.026483519690367146,152,AAPL
2016-09-01,24.5,113311204,0.245035044,-0.155361147,0.400396192,54.59645806,0.44709389,0.616016427,12631.0,45.529253424115275,0.0044709388971684,0.006141268022082429,-0.02297031459905355,153,AAPL
2016-09-02,24.73,113433868,0.237832788,-0.130050723,0.367883511,59.43430118,-11.12759644,0.93877551,12631.0,45.529253424115275,-0.1112759643916914,0.009343963982643647,0.02214420963674796,154,AAPL
2016-09-06,24.72,120225028,0.228681928,-0.111361267,0.340043194,59.13925179,0.333889816,-0.040436717,12631.0,45.529253424115275,0.0033388981636059,-0.00040444894383492077,0.023684243038355837,158,AAPL
2016-09-07,24.87,174908412,0.230872201,-0.087336795,0.318208996,62.17271462,-0.665557404,0.606796117,12631.0,45.529253424115275,-0.0066555740432612,0.006049625225823438,0.03450669541578197,159,AAPL
2016-09-08,24.22,221378688,0.178105352,-0.112082914,0.290188267,46.17532547,4.773869347,-2.613590671,12631.0,45.529253424115275,0.0477386934673367,-0.026483519690367146,0.03335559370088325,160,AAPL
2016-09-09,23.67,200468304,0.09085947,-0.159463037,0.250322508,37.40504509,39.88808953,-2.270850537,12631.0,45.529253424115275,0.398880895283773,-0.02297031459905355,-0.0052930180284932,161,AAPL
2016-09-12,24.2,194728276,0.063748201,-0.149259445,0.213007646,47.71146535,-13.37142857,2.239121251,12631.0,45.529253424115275,-0.1337142857142856,0.02214420963674796,-0.011820919343758129,164,AAPL
2016-09-13,24.78,258715260,0.088048509,-0.09996731,0.188015819,56.20895481,17.74406332,2.396694215,12631.0,45.529253424115275,0.1774406332453826,0.023684243038355837,0.0,165,AAPL
2016-09-14,25.65,460781708,0.17548552,-0.010024239,0.185509759,65.31453506,1.62464986,3.510895884,12631.0,45.529253424115275,0.0162464985994397,0.03450669541578197,-0.0003836562487113583,166,AAPL
2016-09-15,26.52,377388156,0.311392174,0.100705932,0.210686242,71.66051807,-10.14332966,3.391812865,12631.0,45.529253424115275,-0.1014332965821389,0.03335559370088325,0.009547523355502406,167,AAPL
2016-09-16,26.38,390769116,0.403155027,0.153975028,0.249179999,69.45825735,-5.705521472,-0.527903469,12631.0,45.529253424115275,-0.0570552147239264,-0.0052930180284932,-0.016865098854263492,168,AAPL
2016-09-19,26.07,197276472,0.445725296,0.157236238,0.288489059,64.71565732,1.040988939,-1.175132676,12631.0,45.529253424115275,0.0104098893949251,-0.011820919343758129,0.001544998376080796,171,AAPL
2016-09-20,26.07,145126968,0.473998581,0.148407618,0.325590963,64.71565732,2.511268513,0.0,12631.0,45.529253424115275,0.0251126851255634,0.0,0.0019278972618707207,172,AAPL
2016-09-21,26.06,154281144,0.4899506,0.13148771,0.35846289,64.55076453,-16.45728643,-0.038358266,12631.0,45.529253424115275,-0.164572864321608,-0.0003836562487113583,0.007292298675042502,173,AAPL
2016-09-22,26.31,131350808,0.516808159,0.126676215,0.390131944,66.8264339,-9.62406015,0.959324635,12631.0,45.529253424115275,-0.0962406015037594,0.009547523355502406,-0.01541456340118673,174,AAPL
2016-09-23,25.87,221251712,0.496861138,0.085383355,0.411477783,59.57738425,2.24625624,-1.672367921,12631.0,45.529253424115275,0.0224625623960066,-0.016865098854263492,0.007736982502152401,175,AAPL
2016-09-26,25.91,130120384,0.478761779,0.053827197,0.424934582,60.00216156,17.98209927,0.15461925,12631.0,45.529253424115275,0.1798209926769731,0.001544998376080796,-0.005022224193401183,178,AAPL
2016-09-27,25.96,107680968,0.463113999,0.030543533,0.432570466,60.56007608,-9.655172414,0.192975685,12631.0,45.529253424115275,-0.096551724137931,0.0019278972618707207,0.004251214132076504,179,AAPL
2016-09-28,26.15,124682432,0.460733385,0.022530335,0.438203049,62.6898171,-5.419847328,0.731895223,12631.0,45.529253424115275,-0.0541984732824426,0.007292298675042502,0.0007710100613246902,180,AAPL
2016-09-29,25.75,148938648,0.421708876,-0.013195339,0.434904215,55.85195721,13.15577078,-1.529636711,12631.0,45.529253424115275,0.1315577078288941,-0.01541456340118673,0.007295098584178222,181,AAPL
2016-09-30,25.95,165508208,0.402282736,-0.026097183,0.428379919,58.30103808,-5.206847361,0.776699029,14309.0,46.92920539520581,-0.0520684736091298,0.007736982502152401,0.0015290522856779554,182,AAPL
2016-10-03,25.82,94421460,0.372108036,-0.045017506,0.417125542,56.1217197,2.106847254,-0.500963391,14309.0,46.92920539520581,0.0210684725357412,-0.005022224193401183,0.017042639344086872,185,AAPL
2016-10-04,25.93,123914836,0.353001271,-0.051299417,0.404300688,57.56709676,0.442151805,0.426026336,14309.0,46.92920539520581,0.0044215180545321,0.004251214132076504,0.0022505635905919587,186,AAPL
2016-10-05,25.95,92317712,0.335604218,-0.054957176,0.390561394,57.83903115,-4.695524578,0.077130737,14309.0,46.92920539520581,-0.0469552457813646,0.0007710100613246902,0.008951943407074704,187,AAPL
2016-10-06,26.14,122434184,0.333306194,-0.04580416,0.379110354,60.43321325,-1.154734411,0.732177264,14309.0,46.92920539520581,-0.0115473441108545,0.007295098584178222,-0.002975085868633838,188,AAPL
2016-10-07,26.18,105878564,0.33089827,-0.038569667,0.369467937,60.9775844,4.984423676,0.153022188,14309.0,46.92920539520581,0.0498442367601246,0.0015290522856779554,0.0055710450494554295,189,AAPL
2016-10-10,26.63,153577116,0.361138236,-0.006663761,0.367801997,66.55279587,-0.741839763,1.718869366,14309.0,46.92920539520581,-0.0074183976261127,0.017042639344086872,-0.0007410152247192192,192,AAPL
2016-10-11,26.69,269353544,0.385501305,0.014159447,0.371341859,67.2251701,14.79820628,0.225309801,14309.0,46.92920539520581,0.147982062780269,0.0022505635905919587,-0.0007415647355034903,193,AAPL
2016-10-12,26.93,157421060,0.419341303,0.038399555,0.380941747,69.83714147,3.580729167,0.899213188,14309.0,46.92920539520581,0.0358072916666667,0.008951943407074704,-0.002971770389157593,194,AAPL
