date,norm_close,norm_obv_diff,macd_line,macd_diff,macd_signal,rsi,ev_ebidta,norm_vix_change,arima_pred,tcn_pred,tft_pred,xgb_pred,xgb_rsearch_pred,tft_res,lr_pred,price_change
2016-10-13T00:00:00.000000000Z,1.025592055,-0.094477915,0.434693536,0.043001431,0.391692105,67.89478989,46.9292054,2.144961991,-0.209397768,0.136050856,0.131875637,-0.014349562,0.156371567,-0.057387742,0.140716446,0.074487896
2016-10-14T00:00:00.000000000Z,1.030101866,0.096353373,0.453733679,0.049633259,0.40410042,69.60194559,46.9292054,1.397251078,0.076780594,0.097526693,0.832117653,-0.517420077,0.064976847,-1.721006542,0.116610993,-0.888888889
2016-10-17T00:00:00.000000000Z,1.027555082,-0.061972584,0.461884974,0.046227643,0.415657331,69.07454686,46.9292054,1.50535366,-0.743988785,-0.202752913,-0.07476021,0.069731597,-0.282716002,0.148889194,0.115704478,0.074128984
2016-10-18T00:00:00.000000000Z,1.025056082,-0.061826296,0.461412228,0.036603918,0.42480831,68.51544509,46.9292054,-0.037153286,0.114503537,0.215946386,0.702093968,0.170324394,0.177154848,-0.034438181,0.040258268,0.667655786
2016-10-19T00:00:00.000000000Z,1.020423658,-0.048878051,0.449401818,0.019674806,0.429727012,66.20699046,46.9292054,-0.669890059,0.546574093,1.029209171,-0.109713074,-0.218733233,0.621685925,-1.192370259,0.000716841,-1.302083333
2016-10-20T00:00:00.000000000Z,1.01896094,-0.057601947,0.434072843,0.003476665,0.430596178,65.9080628,46.9292054,-1.243977157,-1.120701528,-1.326313592,0.603527574,-1.530282947,-1.080276342,-2.83650115,-0.027828125,-2.232973576
2016-10-21T00:00:00.000000000Z,1.013079937,-0.058330591,0.408341335,-0.017803875,0.426145209,62.56188179,46.9292054,-1.213372094,-1.77554625,-1.859702686,-5.158979652,-2.545204876,-2.124059675,2.692611939,-0.051610911,-2.466367713
2016-10-24T00:00:00.000000000Z,1.020061204,0.055277086,0.402673158,-0.018777641,0.421450799,66.55198781,46.9292054,-1.391838911,-1.922886551,-2.81041249,-3.618004251,-3.878485967,-4.003086496,0.13652277,-0.030510667,-3.481481481
2016-10-25T00:00:00.000000000Z,1.023069964,0.104361244,0.404811502,-0.013311438,0.41812294,68.65091227,46.9292054,-0.841350199,-2.75580861,-3.932271503,-6.328640893,-5.240203455,-4.321338371,0.617513406,0.00195303,-5.711127487
2016-10-26T00:00:00.000000000Z,0.999359626,-0.145326343,0.353212637,-0.051928242,0.405140879,53.03477247,46.9292054,-0.082791417,-4.549057598,-3.768716563,-2.937370735,-3.644971209,-3.645549732,-0.530401599,-0.022116609,-3.467772333
2016-10-27T00:00:00.000000000Z,0.988597449,-0.079029911,0.288020221,-0.093696527,0.381716747,48.02076846,46.9292054,0.817873845,-2.557640106,-2.738877988,-1.613634946,-2.892209532,-2.769855739,-1.926524933,-0.016788453,-3.540159878
2016-10-28T00:00:00.000000000Z,0.981922838,-0.07964701,0.220100005,-0.129293394,0.349393399,45.02351402,46.9292054,1.47732378,-2.759416309,-3.298790134,-1.560822465,-3.363985159,-2.948068239,-2.232280984,0.010991931,-3.793103448
2016-10-31T00:00:00.000000000Z,0.979975557,-0.059163591,0.161187016,-0.150565106,0.311752122,44.32251937,46.9292054,2.12005916,-2.955222245,-2.850728714,-2.486340764,-2.452188301,-2.924050453,0.222334624,0.037742705,-2.26400614
2016-11-01T00:00:00.000000000Z,0.962916972,-0.094614335,0.07570035,-0.188841418,0.264541768,37.02755892,46.9292054,2.545946217,-1.670854824,-0.361161118,-3.220278601,0.131558319,0.373644491,3.337511895,0.018737056,0.117233294
2016-11-02T00:00:00.000000000Z,0.964286387,0.062098249,0.009456376,-0.204068314,0.213524689,37.49897292,46.9292054,2.34713845,0.216236991,-0.173096053,1.607616242,-0.245553557,0.099777755,-1.724757984,0.003822053,-0.117141742
2016-11-03T00:00:00.000000000Z,0.955559327,-0.059046786,-0.0640904,-0.222092072,0.158001672,33.81833861,46.9292054,2.793563629,-0.112705704,0.028127813,-2.705096537,-0.693164164,0.831625646,0.850321478,0.017266324,-1.854775059
2016-11-04T00:00:00.000000000Z,0.948800302,-0.071584626,-0.139329721,-0.237865114,0.098535393,31.02476244,46.9292054,2.422742731,-1.533012885,-1.240280227,-3.862915832,-0.265929538,-0.721232969,3.504492893,-0.013093311,-0.358422939
2016-11-07T00:00:00.000000000Z,0.964516984,0.077650071,-0.167972155,-0.213206039,0.045233883,39.45510339,46.9292054,0.590496781,-0.188762721,-2.47899117,-3.976821277,-4.008396972,-3.702211742,-0.263461408,-0.067437912,-4.240282686
2016-11-08T00:00:00.000000000Z,0.972166885,0.056238762,-0.176532784,-0.177413334,0.00088055,42.60295952,46.9292054,0.058606937,-3.509588264,-3.821290201,-4.304963892,-4.001112705,-3.93854559,0.753051324,-0.061407328,-3.551912568
2016-11-09T00:00:00.000000000Z,0.973141596,-0.143021372,-0.184418944,-0.148239595,-0.036179349,41.97621006,46.9292054,-1.552339385,-2.701476576,-2.257202168,-2.051476742,-1.252044047,-2.191395948,1.269615913,-0.132056453,-0.781860829
2016-11-10T00:00:00.000000000Z,0.94970787,-0.140599959,-0.245134095,-0.167163797,-0.077970298,32.76283551,46.9292054,-2.030215807,-0.457470164,2.092651779,2.256313971,2.305262945,2.682502262,-0.245859609,-0.208494662,2.010454363
2016-11-11T00:00:00.000000000Z,0.959061638,0.089845614,-0.277943582,-0.159978627,-0.117964955,35.96083757,46.9292054,-2.276300182,1.702910105,2.496648919,0.548518873,1.525373197,1.924594141,0.930298073,-0.196527829,1.478816946
2016-11-14T00:00:00.000000000Z,0.939576632,-0.136458969,-0.350737983,-0.186218423,-0.164519561,29.59420242,46.9292054,-1.396431803,1.107551943,3.457159718,6.417874864,5.321563533,4.762235454,-0.718817874,-0.211523363,5.699056991
2016-11-15T00:00:00.000000000Z,0.956047357,0.091624831,-0.378246554,-0.170981595,-0.207264959,35.81058447,46.9292054,-1.780439456,4.656256086,6.390186265,6.962093928,4.805946448,5.830365518,-2.591393807,-0.177094913,4.370700121
2016-11-16T00:00:00.000000000Z,0.984827907,0.166090048,-0.342041057,-0.107820879,-0.234220179,46.46800722,46.9292054,-0.285785052,3.300208079,1.627217034,3.154633511,1.263668168,1.687441576,-2.05140262,-0.053452133,1.10323089
2016-11-17T00:00:00.000000000Z,0.9873132,-0.082724219,-0.310574745,-0.061083653,-0.249491092,46.34432843,46.9292054,-0.58791285,0.681895615,1.262102009,-2.233968064,1.6033196,1.410088733,3.889466685,-0.051386519,1.65549862
2016-11-18T00:00:00.000000000Z,0.990732611,0.090813294,-0.280786896,-0.025036643,-0.255750253,46.65016468,46.9292054,-0.581652473,1.326963369,1.11732327,3.153888034,1.424783634,1.218329834,-1.775392563,-0.045419281,1.378495471
2016-11-21T00:00:00.000000000Z,1.008350772,0.094790796,-0.223137876,0.026089902,-0.249227777,52.35343804,46.9292054,-0.889963988,1.050938503,-0.303193185,-3.928754589,-0.394300482,-0.49848797,3.657226272,-0.008365155,-0.271528317
2016-11-22T00:00:00.000000000Z,1.011412212,0.085562491,-0.174630662,0.059677692,-0.234308354,52.49367504,46.9292054,-0.450653003,-0.300342443,-0.693395736,-3.284193529,-1.415874256,-1.163026108,2.159726682,0.004654332,-1.124466848
2016-11-23T00:00:00.000000000Z,1.008033627,-0.092735634,-0.145006712,0.071441314,-0.216448026,50.41623043,46.9292054,-0.593487919,-0.912895602,-1.430717478,2.223210135,-1.392366847,-0.822741231,-3.782056589,-0.011276453,-1.558846454
2016-11-24T00:00:00.000000000Z,1.008033627,-0.092735634,-0.145006712,0.071441314,-0.216448026,50.41623043,46.9292054,-0.593487919,-0.912895602,-1.972226295,-0.688657039,-1.89194774,-1.690497154,-0.870189415,-0.011276453,-1.558846454
2016-11-25T00:00:00.000000000Z,1.014096691,0.039737755,-0.109774196,0.085339064,-0.19511326,52.44307714,46.9292054,-0.482142757,-1.230231332,-1.822166652,-0.75898803,-2.045032747,-1.847808845,-0.947099601,0.006544626,-1.706087631
2016-11-28T00:00:00.000000000Z,1.012847502,-0.100244999,-0.084907989,0.088164217,-0.173072206,51.56992643,46.9292054,0.150238447,-1.329996253,-1.195652921,-4.60486724,-1.744550964,-1.021456739,2.390415026,0.031285765,-2.214452214
2016-11-29T00:00:00.000000000Z,1.012364152,-0.098929494,-0.066851468,0.08497659,-0.151828058,51.02103526,46.9292054,0.252078029,-1.745272444,-1.504168302,-2.235512058,-1.623159508,-1.676733414,0.913069428,0.033897695,-1.322442629
2016-11-30T00:00:00.000000000Z,1.004273084,-0.13909046,-0.068694918,0.066506512,-0.13520143,47.23135263,46.9292054,0.491929417,-0.974616389,0.479347719,1.193103915,0.304542071,0.273158675,-0.72251568,0.025069906,0.470588235
2016-12-01T00:00:00.000000000Z,0.995507212,-0.133461298,-0.088501667,0.03735981,-0.125861478,43.2752313,46.9292054,0.891027234,0.460302006,1.244798517,0.304677033,2.100129031,1.425473236,2.110208161,0.011069999,2.414885194
2016-12-02T00:00:00.000000000Z,0.999034464,0.099432539,-0.095831723,0.024023804,-0.119855527,45.13124128,46.9292054,1.001050372,1.973655312,2.669955522,1.992557462,3.263062652,2.324132379,1.715529323,0.036270714,3.708086785
2016-12-05T00:00:00.000000000Z,0.991823466,-0.127488853,-0.114841518,0.004011207,-0.118852725,42.16009629,46.9292054,-0.552919758,2.940471495,4.793846965,4.793737639,4.807238046,5.63420992,-0.939943439,-0.050097053,3.853794199
2016-12-06T00:00:00.000000000Z,0.999901468,0.098336707,-0.112472082,0.005104515,-0.117576596,46.3837218,46.9292054,-0.635264021,2.992769798,3.638799737,4.150244058,3.967232244,3.434805454,0.579752,-0.022698249,4.729996058
2016-12-07T00:00:00.000000000Z,1.009754656,0.117009798,-0.089390932,0.022548531,-0.111939464,51.18247382,46.9292054,-0.629932807,3.7170373,4.248583071,5.778500651,3.960415458,4.055827951,-2.031428052,-0.021949514,3.7470726
2016-12-08T00:00:00.000000000Z,1.019025485,0.104806792,-0.050345691,0.049275018,-0.099620709,55.47416442,46.9292054,-0.773946723,2.848869942,3.511046611,1.172813856,3.286179983,3.279267036,2.112845209,0.004249294,3.285659065
2016-12-09T00:00:00.000000000Z,1.032681279,0.128154177,0.014323324,0.091155226,-0.076831902,61.5843547,46.9292054,-1.292871369,2.527253008,2.366039092,3.548351137,1.947087614,2.221857754,-1.798636417,0.011541358,1.74971472
2016-12-12T00:00:00.000000000Z,1.024535549,-0.101144273,0.05286089,0.103754234,-0.050893344,58.49688943,46.9292054,0.31912414,1.27399688,2.635867976,2.633841191,2.61452936,2.720325578,0.311835932,0.063557788,2.945677123
2016-12-13T00:00:00.000000000Z,1.036958982,0.157436427,0.116753731,0.13411766,-0.017363929,64.05948918,46.9292054,0.615387792,2.356789056,2.124821264,1.370788442,1.585243361,1.710637229,0.172305273,0.104241764,1.543093715
2016-12-14T00:00:00.000000000Z,1.033577664,0.121639377,0.166279419,0.146914678,0.019364741,64.17972733,46.9292054,0.619705432,1.114450781,1.458676589,1.970378232,1.183976364,1.017626,-0.35262052,0.095061546,1.617757713
2016-12-15T00:00:00.000000000Z,1.036321679,0.154294693,0.214354765,0.155992019,0.058362745,65.89972793,46.9292054,0.092984044,1.264842406,1.031637112,4.077999363,0.880628357,0.882220755,-3.666322717,0.064866446,0.411676647
2016-12-16T00:00:00.000000000Z,1.034716178,0.18780346,0.251971007,0.154886609,0.097084398,66.27345067,46.9292054,0.301439373,0.252081045,0.265175114,1.251741842,0.027400092,-0.133516713,-0.765760534,0.080956117,0.485981308
2016-12-19T00:00:00.000000000Z,1.037854099,0.093262626,0.29133449,0.155400074,0.135934416,68.27071426,46.9292054,-0.58172003,0.385846165,0.102106048,-0.041630641,0.08213079,-0.528472796,0.561883335,0.047939972,0.520252694
2016-12-20T00:00:00.000000000Z,1.03815149,0.072179561,0.32443882,0.150803523,0.173635297,69.13197579,46.9292054,-0.792434361,0.404806708,0.429034003,1.723156552,0.285315375,0.152578453,-1.871414521,0.038477963,-0.148257969
2016-12-21T00:00:00.000000000Z,1.036872109,0.071912478,0.349071115,0.140348655,0.208722461,69.51390637,46.9292054,-1.160572628,-0.151969876,0.016057092,1.936768477,0.122961109,0.117436116,-2.232955075,0.029939529,-0.296186598
2016-12-22T00:00:00.000000000Z,1.027654359,-0.080906986,0.350032929,0.113048375,0.236984554,64.36778421,46.9292054,-0.851175287,-0.235276468,0.162602613,1.203799646,-0.118473012,0.040236752,-1.613788465,0.009850277,-0.409988818
2016-12-23T00:00:00.000000000Z,1.027424749,0.041851361,0.350786112,0.091041246,0.259744866,65.13979004,46.9292054,-0.500462599,-0.323903435,0.087089418,0.910255592,0.09464566,-0.047311861,-1.20787464,0.025615836,-0.297619048
2016-12-26T00:00:00.000000000Z,1.027424749,0.041851361,0.350786112,0.091041246,0.259744866,65.13979004,46.9292054,-0.500462599,-0.323903435,-0.202928791,-0.549384833,-0.553502814,-0.659253464,0.251765785,0.025615836,-0.297619048
2016-12-27T00:00:00.000000000Z,1.031340552,0.051914975,0.360939903,0.08095603,0.279983873,67.70201237,46.9292054,0.192995577,-0.224238364,0.198796943,1.280985039,-0.642773111,-0.123116452,-2.316105186,0.066876069,-1.035120148
2016-12-28T00:00:00.000000000Z,1.024743719,-0.056115952,0.356006949,0.06081846,0.295188489,64.40345222,46.9292054,1.057168874,-0.844075101,-0.252288167,1.192719497,-0.058011732,-0.032722674,-1.341197597,0.090192701,-0.148478099
2016-12-29T00:00:00.000000000Z,1.021584917,-0.039838044,0.347287319,0.041679064,0.305608255,64.09770864,46.9292054,1.503432336,-0.063329892,0.524844336,3.031104527,1.065676293,1.167832932,-2.028505195,0.103732895,1.002599332
2016-12-30T00:00:00.000000000Z,1.010819399,-0.082186972,0.319745872,0.011310094,0.308435778,57.88322714,46.9292054,1.84261817,0.837507784,1.427170365,1.194052329,2.048131575,1.366323745,1.537983599,0.093217158,2.732035928
2017-01-02T00:00:00.000000000Z,1.010819399,-0.082186972,0.319745872,0.011310094,0.308435778,57.88322714,46.9292054,1.84261817,0.837507784,2.025807942,2.240252666,3.17728924,2.812341206,0.491783262,0.093217158,2.732035928
2017-01-03T00:00:00.000000000Z,1.011072756,0.072611493,0.300905755,-0.006024018,0.306929773,59.49436683,25.99901313,0.999689742,2.210330496,2.314315039,2.303962856,2.522294893,2.36303731,0.233350577,0.056832658,2.537313433
2017-01-04T00:00:00.000000000Z,1.006901999,-0.051380733,0.280322691,-0.021285666,0.301608357,58.58923489,25.99901313,-0.094818279,1.950908684,2.51741416,-1.526673876,3.089035906,2.53176824,4.73922524,-0.001130459,3.212551363
2017-01-05T00:00:00.000000000Z,1.008888722,0.050430454,0.271372169,-0.02418895,0.29556112,61.33439472,25.99901313,-0.803036104,2.530376647,2.307517002,2.652761559,2.225243072,2.059409778,-0.385103567,-0.015619448,2.267657993
2017-01-06T00:00:00.000000000Z,1.017126617,0.070258008,0.285198716,-0.008289923,0.293488639,66.80342409,25.99901313,-1.250282114,1.704104781,1.100362308,1.520860075,0.979485868,0.914903818,-0.564977722,-0.026725593,0.955882353
2017-01-09T00:00:00.000000000Z,1.023451773,0.072768594,0.312724372,0.015388587,0.297335785,70.5426565,25.99901313,-1.446727357,0.672989906,0.597246337,1.137670283,0.881758098,0.801725094,-0.299783215,-0.020814985,0.837887067
2017-01-10T00:00:00.000000000Z,1.022302413,0.052088753,0.333119409,0.028626899,0.30449251,70.96529832,25.99901313,-0.867761865,0.648289106,1.02196162,0.979402822,0.973612454,0.778797802,-0.251600784,0.002138138,0.727802038
2017-01-11T00:00:00.000000000Z,1.025041736,0.05601997,0.357268006,0.042220397,0.315047609,73.04754379,25.99901313,-0.410546523,0.558582388,0.629742505,1.285909567,0.21464077,0.421986137,-1.285909567,0.028966626,0.0
2017-01-12T00:00:00.000000000Z,1.018813421,-0.05341546,0.362543767,0.037996926,0.324546841,68.7968688,25.99901313,-0.092303719,-0.039727455,0.571972402,1.350140972,0.46543972,0.718371434,-0.732183865,0.027278467,0.617957107
2017-01-13T00:00:00.000000000Z,1.015307254,-0.051245397,0.358557041,0.02720816,0.331348881,67.04621611,25.99901313,-0.066417694,0.516251448,0.742605155,1.862613134,1.08896821,1.219119958,-0.98861459,0.019972246,0.873998543
2017-01-16T00:00:00.000000000Z,1.015307254,-0.051245397,0.358557041,0.02720816,0.331348881,67.04621611,25.99901313,-0.066417694,0.516251448,0.634669901,-0.3930215,0.693372691,0.658576214,1.267020044,0.019972246,0.873998543
2017-01-17T00:00:00.000000000Z,1.021628405,0.064052602,0.368897276,0.030038716,0.33885856,70.59215964,25.99901313,0.224886653,0.68943965,0.585317477,2.356112767,0.131364871,0.501277614,-2.356112767,0.048471258,0.0
2017-01-18T00:00:00.000000000Z,1.019878042,0.045477901,0.372794641,0.027148865,0.345645776,70.59215964,25.99901313,0.721714452,-0.049034275,0.543922082,-2.636851622,1.459856676,1.339825081,4.226446997,0.066984193,1.589595376
2017-01-19T00:00:00.000000000Z,1.016687211,-0.047920611,0.367611157,0.017572305,0.350038852,68.64521551,25.99901313,1.125676443,1.324193194,1.679177223,-0.232402161,2.090380117,1.872229501,2.042029378,0.077640494,1.809627217
2017-01-20T00:00:00.000000000Z,1.017216985,0.059107329,0.363349326,0.010648378,0.352700947,69.54964369,25.99901313,0.0,1.409338748,1.727399141,1.006517015,1.73689463,1.635518156,0.619205528,0.01693878,1.625722543
2017-01-23T00:00:00.000000000Z,1.016662996,0.039612034,0.357464992,0.003811236,0.353653756,69.92336187,25.99901313,0.399995719,1.250486938,1.723615719,-1.79650056,1.427937631,1.142551307,3.060038466,0.045842611,1.263537906
2017-01-24T00:00:00.000000000Z,1.014346703,-0.041278822,0.347185643,-0.00517449,0.352360133,69.01123276,25.99901313,-0.561476225,0.960865851,1.505626212,2.456852973,1.337623775,1.549975932,-1.300783609,-0.002564251,1.156069364
2017-01-25T00:00:00.000000000Z,1.028134769,0.056872304,0.370275205,0.014332058,0.355943148,76.32744783,25.99901313,-1.117725548,0.892174667,0.736759759,-0.103159009,4.228753986,1.166630091,5.72193568,0.017145152,5.618776671
2017-01-26T00:00:00.000000000Z,1.026473754,0.04808273,0.384943379,0.023200185,0.361743194,76.46345347,25.99901313,-1.413235987,4.604873711,5.908575944,5.304488304,5.397160556,5.078749406,0.098995521,-0.011964653,5.403483825
2017-01-27T00:00:00.000000000Z,1.024249927,0.035973548,0.392048718,0.024244419,0.367804299,76.46345347,25.99901313,-0.705858115,4.161944637,5.843929708,7.250960455,5.895649062,5.610566602,-1.385336566,0.014816624,5.865623889
2017-01-30T00:00:00.000000000Z,1.019258721,-0.051443169,0.386766021,0.015169378,0.371596643,72.59381152,25.99901313,0.079803556,4.577412906,6.366345315,7.89658923,7.268119823,7.330460857,-0.730813829,0.037629999,7.165775401
2017-01-31T00:00:00.000000000Z,1.015081206,-0.080360017,0.374230963,0.002107455,0.372123507,70.20251068,25.99901313,0.71591935,5.628087087,7.223097427,10.4821676,7.981179591,8.038790103,-2.12502474,0.04501317,8.357142857
2017-02-01T00:00:00.000000000Z,1.071080818,0.178375336,0.495757843,0.098907468,0.396850374,86.49339088,25.99901313,0.800475386,6.54320162,2.915529065,0.663420658,2.756803017,2.422888498,1.895501901,0.176047035,2.558922559
2017-02-02T00:00:00.000000000Z,1.063753453,-0.053341424,0.581332944,0.147586056,0.433746888,85.02108753,25.99901313,1.057872846,1.660700361,2.653327552,0.473978929,3.090712241,2.400258712,2.999882792,0.178749852,3.47386172
2017-02-03T00:00:00.000000000Z,1.062926081,0.038205608,0.652124458,0.174702056,0.477422402,85.70253361,25.99901313,0.319829975,2.768124964,2.855337342,1.055598895,2.97520558,2.750498931,1.731506545,0.14067774,2.78710544
2017-02-06T00:00:00.000000000Z,1.067471591,0.041010131,0.722492459,0.196056045,0.526436413,87.06724728,25.99901313,-0.372391507,2.118775458,2.066664353,6.261795611,2.188806148,2.020830722,-3.533918033,0.105893411,2.727877578
2017-02-07T00:00:00.000000000Z,1.07191436,0.056368272,0.791726733,0.212232256,0.579494477,88.27273775,25.99901313,-0.507030136,2.115749332,2.337661898,-0.767967959,2.937040547,2.398584346,3.866188131,0.119038855,3.098220171
2017-02-08T00:00:00.000000000Z,1.070518565,0.033761252,0.846520234,0.213620605,0.632899629,88.75644688,25.99901313,-0.264778648,2.423661478,2.897613404,5.048744962,3.063103364,3.065467284,-1.962730517,0.125193675,3.086014445
2017-02-09T00:00:00.000000000Z,1.072502272,0.040963046,0.897352518,0.211562311,0.685790207,89.60312184,25.99901313,-0.765766838,2.391621119,2.765052616,1.779691596,2.477591951,2.413077671,0.436736044,0.105599244,2.21642764
2017-02-10T00:00:00.000000000Z,1.064288446,-0.029620003,0.921368096,0.188462312,0.732905784,87.34923408,25.99901313,-0.095461422,1.67140891,2.138101717,0.43704658,2.268717341,2.194491319,2.307154662,0.116022653,2.744201241
2017-02-13T00:00:00.000000000Z,1.067330292,0.033239279,0.95122226,0.174653181,0.77656908,88.54601876,25.99901313,-0.230418516,2.16112932,2.17310192,2.144809118,2.49994736,2.256073816,0.413481038,0.127803661,2.558290155
2017-02-14T00:00:00.000000000Z,1.074471009,0.045534827,0.995680967,0.17528951,0.820391457,90.04807803,25.99901313,-0.427536773,1.971836351,1.76078754,3.611194347,1.407429908,1.673433875,-2.044698183,0.122503233,1.566496164
2017-02-15T00:00:00.000000000Z,1.071745512,0.047784067,1.028739145,0.166678151,0.862060995,90.45258173,25.99901313,0.399462109,1.161273143,1.593201844,1.882449792,0.836421059,0.946124123,-1.149965716,0.164443463,0.732484076
2017-02-16T00:00:00.000000000Z,1.063609693,-0.030084866,1.039725021,0.142131221,0.8975938,89.15178628,25.99901313,0.714634679,0.525988019,1.277251457,4.222865406,0.860352341,1.340270106,-3.266232753,0.148555265,0.956632653
2017-02-17T00:00:00.000000000Z,1.059886092,0.032536369,1.043662958,0.116855326,0.926807632,89.51707619,25.99901313,0.521286511,0.75740322,1.049227653,2.005226559,0.797122664,0.917253322,-1.114924492,0.131806834,0.890302067
2017-02-20T00:00:00.000000000Z,1.059886092,0.032536369,1.043662958,0.116855326,0.926807632,89.51707619,25.99901313,0.521286511,0.75740322,0.995917681,0.297833004,0.87240968,0.821934262,0.592469062,0.131806834,0.890302067
2017-02-21T00:00:00.000000000Z,1.06020789,0.032880616,1.052404499,0.100477494,0.951927005,90.37065033,25.99901313,0.399514558,0.685834156,1.045631838,1.987209247,0.653220342,0.89923601,-1.766179882,0.127430006,0.221029365
2017-02-22T00:00:00.000000000Z,1.056323979,0.026659909,1.055237278,0.082648219,0.97258906,90.7397499,25.99901313,0.8211471,0.134863077,1.025982489,1.130046879,1.232781385,0.99427696,0.821479719,0.149709196,1.951526597
