date,norm_close,norm_obv_diff,macd_line,macd_diff,macd_signal,rsi,ev_ebitda,norm_vix_change,arima_pred,arima_res,tcn_pred,tcn_res,price_change
2016-07-07T00:00:00.000000000Z,1.000662539,-0.521139444,-0.139727205,0.03003408,-0.169761285,49.48656431,45.52925342,-0.613975867,2.164849738,-0.540719808,0.454408735,1.169721195,1.62412993
2016-07-08T00:00:00.000000000Z,1.009999314,-0.582171208,-0.105930816,0.051064375,-0.156995191,52.6157396,45.52925342,-0.848196893,1.726207,-0.580469145,0.078801467,1.066936388,1.145737855
2016-07-11T00:00:00.000000000Z,1.014177412,-0.492135064,-0.07266093,0.067467409,-0.140128339,53.88257967,45.52925342,-0.458699602,0.481888091,0.660185915,0.68595314,0.456120866,1.142074006
2016-07-12T00:00:00.000000000Z,1.018711495,-0.539981024,-0.037789527,0.08187105,-0.119660577,55.70451836,45.52925342,-0.732654354,-0.60259308,3.091072343,1.544778856,0.943700407,2.488479263
2016-07-13T00:00:00.000000000Z,1.013081628,0.632403798,-0.020408347,0.079401783,-0.099810131,52.78502483,45.52925342,-0.737133111,0.428781696,0.946734122,2.540361642,-1.164845824,1.375515818
2016-07-14T00:00:00.000000000Z,1.032367349,-0.978559139,0.028541675,0.102681444,-0.07413977,60.35800184,45.52925342,-0.771113607,1.962686557,1.005349973,1.146551568,1.821484962,2.96803653
2016-07-15T00:00:00.000000000Z,1.03170609,-0.942992779,0.06656757,0.112565872,-0.045998302,60.35800184,45.52925342,-0.240284352,2.134894928,0.040003124,2.42237772,-0.247479668,2.174898052
2016-07-18T00:00:00.000000000Z,1.040235525,-1.494881048,0.114746633,0.128595948,-0.013849315,64.00974122,45.52925342,-0.496536186,2.040493988,0.895368704,1.591292954,1.344569738,2.935862692
2016-07-19T00:00:00.000000000Z,1.038109548,-2.112233652,0.151983829,0.132666515,0.019317314,64.15789447,45.52925342,-0.726896899,1.354078848,1.163906764,2.420957044,0.097028568,2.517985612
2016-07-20T00:00:00.000000000Z,1.036825007,23.03229579,0.181021702,0.12936351,0.051658192,64.47288741,45.52925342,-0.620098294,1.056330782,2.154885862,3.010544279,0.200672365,3.211216644
2016-07-21T00:00:00.000000000Z,1.029291738,-2.397867357,0.192136598,0.112382725,0.079753873,61.00844617,45.52925342,-0.040827306,1.575993558,-0.910805088,2.163534113,-1.498345643,0.66518847
2016-07-22T00:00:00.000000000Z,1.019788978,-1.266258842,0.184296284,0.083633929,0.100662355,56.13572711,45.52925342,-0.341491639,1.71133332,-1.844371014,0.428886126,-0.56192382,-0.133037694
2016-07-25T00:00:00.000000000Z,1.004157628,-1.168838136,0.152121721,0.041167493,0.110954228,49.09734487,45.52925342,0.240400017,1.643927858,-4.14502483,-0.677751625,-1.823345347,-2.501096972
2016-07-26T00:00:00.000000000Z,0.994995717,-1.204488475,0.113214338,0.001808088,0.11140625,45.99226362,45.52925342,0.651989478,0.171954847,-3.373709233,-2.568578794,-0.633175592,-3.201754386
2016-07-27T00:00:00.000000000Z,1.054402692,1.56044422,0.195515228,0.067287182,0.128228046,67.25411732,45.52925342,0.665013648,-1.335845157,4.315687401,-3.095702303,6.075544547,2.979842244
2016-07-28T00:00:00.000000000Z,1.063345386,0.541474946,0.283294953,0.124053526,0.159241427,70.0916223,45.52925342,-0.011762325,-2.526406289,7.460326994,3.139574647,1.794346058,4.933920705
2016-07-29T00:00:00.000000000Z,1.05735683,-0.349635722,0.346446648,0.149764176,0.196682471,69.48374058,45.52925342,-0.094837568,0.368392225,5.271039391,5.448372014,0.191059602,5.639431616
2016-08-01T00:00:00.000000000Z,1.070504742,0.401298747,0.425480635,0.183038531,0.242442104,73.01254521,45.52925342,-0.25618029,3.742682035,5.213213555,7.258638771,1.697256819,8.95589559
2016-08-02T00:00:00.000000000Z,1.049597324,-0.319720308,0.453835119,0.169114412,0.284720707,65.97071717,45.52925342,0.189622803,5.674788241,2.390458701,9.087282954,-1.022036012,8.065246942
2016-08-03T00:00:00.000000000Z,1.057355517,0.264294086,0.494809884,0.168071341,0.326738542,68.68148617,45.52925342,0.01822999,5.247307842,-2.481350395,3.06713603,-0.301178583,2.765957447
2016-08-04T00:00:00.000000000Z,1.058362369,0.214275265,0.533239573,0.165200825,0.368038748,69.96960362,45.52925342,-0.185569107,3.410113488,-1.395000138,1.181041098,0.834072252,2.01511335
2016-08-05T00:00:00.000000000Z,1.068427891,0.29541282,0.586787169,0.174998736,0.411788433,72.92746854,45.52925342,-0.320453912,1.938249395,1.760783812,1.876482469,1.822550738,3.699033207
2016-08-08T00:00:00.000000000Z,1.070759693,0.194841975,0.638007797,0.180975491,0.457032305,74.39553569,45.52925342,-0.603680602,0.129190749,2.596955472,2.041023362,0.685122859,2.726146221
2016-08-09T00:00:00.000000000Z,1.068783975,0.164110014,0.678844382,0.177449661,0.501394721,75.12195599,45.52925342,-1.029569569,0.616643343,4.079373428,3.238016946,1.457999825,4.696016771
2016-08-10T00:00:00.000000000Z,1.055028301,-0.137226655,0.688743765,0.149879235,0.538864529,71.20592944,45.52925342,-0.509060075,3.3992723,-0.74916878,4.169349992,-1.519246472,2.65010352
2016-08-11T00:00:00.000000000Z,1.049220603,-0.157066309,0.687055318,0.118552631,0.568502687,70.76452519,45.52925342,-0.483771683,5.267600943,-3.333444564,1.898262412,0.035893967,1.934156379
2016-08-12T00:00:00.000000000Z,1.046707697,0.10046011,0.682689095,0.091349127,0.591339969,71.33854195,45.52925342,0.114579201,2.944702472,-2.296141467,0.995952898,-0.347391893,0.648561005
2016-08-15T00:00:00.000000000Z,1.054154956,0.131884922,0.695419957,0.083263991,0.612155966,74.07898687,45.52925342,0.220440134,0.39123009,0.654206179,0.35687723,0.688559039,1.045436269
2016-08-16T00:00:00.000000000Z,1.047841697,-0.167839524,0.695076103,0.066336109,0.628739994,73.32397551,45.52925342,0.6854349,-0.805364855,1.325989605,0.87839007,-0.35776532,0.52062475
2016-08-17T00:00:00.000000000Z,1.041696965,-0.123954786,0.684492443,0.04460196,0.639890484,72.52791093,45.52925342,0.094588108,-0.777894721,1.907382418,1.24790073,-0.118413033,1.129487697
2016-08-18T00:00:00.000000000Z,1.03541671,-0.106809247,0.666006757,0.020893019,0.645113738,71.68971826,45.52925342,-0.175192221,1.2616351,-0.17160684,1.520405791,-0.430377531,1.09002826
2016-08-19T00:00:00.000000000Z,1.032390746,0.126644741,0.648720173,0.002885148,0.645835025,72.37729252,45.52925342,-0.149233128,2.054582401,-0.96718812,1.375944259,-0.288549978,1.087394281
2016-08-22T00:00:00.000000000Z,1.018550713,-0.119868965,0.611829315,-0.027204568,0.639033883,66.5731514,45.52925342,0.32048416,1.863122194,-2.778362942,1.193565441,-2.108806189,-0.915240748
2016-08-23T00:00:00.000000000Z,1.015777489,0.09533473,0.582335573,-0.045358648,0.627694221,67.68931156,45.52925342,-0.169716339,0.67450312,-1.152590769,-0.364926691,-0.113160958,-0.478087649
2016-08-24T00:00:00.000000000Z,1.005414394,-0.104532994,0.537434943,-0.072207422,0.609642366,62.36322811,45.52925342,0.850657663,-0.733045862,-0.383826894,-0.176737093,-0.940135663,-1.116872756
2016-08-25T00:00:00.000000000Z,0.999595142,-0.107003081,0.488154564,-0.097190241,0.585344805,59.7006755,45.52925342,1.578124384,-1.697705251,0.299941673,-1.023847804,-0.373915774,-1.397763578
2016-08-26T00:00:00.000000000Z,0.99201617,-0.11995219,0.432015754,-0.122663241,0.554678995,55.84890656,45.52925342,1.658082322,-1.163443785,-1.067631912,-1.188880509,-1.042195188,-2.231075697
2016-08-29T00:00:00.000000000Z,0.990587,-0.115826254,0.381513657,-0.13853227,0.520045927,55.33626449,45.52925342,0.443562219,-0.308618527,-1.217485891,-1.495608172,-0.030496246,-1.526104418
2016-08-30T00:00:00.000000000Z,0.981959075,-0.110129399,0.322442058,-0.158083095,0.480525154,50.58579599,45.52925342,0.486045119,-0.233229648,-2.368852017,-1.501338125,-1.10074354,-2.602081665
2016-08-31T00:00:00.000000000Z,0.982369791,0.150161969,0.274081779,-0.1651547,0.439236479,51.06204436,45.52925342,-0.018095759,-1.143500953,-0.631408285,-2.215643868,0.44073463,-1.774909238
2016-09-01T00:00:00.000000000Z,0.988022745,0.119821463,0.245035044,-0.155361147,0.400396192,54.59645806,45.52925342,-0.088901654,-1.603000906,0.833458581,-1.474872406,0.705330081,-0.769542325
2016-09-02T00:00:00.000000000Z,0.997177419,0.121337256,0.237832788,-0.130050723,0.367883511,59.43430118,45.52925342,-0.985971893,-1.815433525,2.589679654,-0.357018674,1.131264803,0.774246129
2016-09-05T00:00:00.000000000Z,0.997177419,0.121337256,0.237832788,-0.130050723,0.367883511,59.43430118,45.52925342,-0.985971893,-1.815433525,2.589679654,0.949506418,-0.175260289,0.774246129
2016-09-06T00:00:00.000000000Z,0.997075729,-0.131839902,0.228681928,-0.111361267,0.340043194,59.13925179,45.52925342,-0.571775081,-1.006475629,1.822136314,1.677619855,-0.86195917,0.815660685
2016-09-07T00:00:00.000000000Z,1.00332829,0.19606397,0.230872201,-0.087336795,0.318208996,62.17271462,45.52925342,-0.722488849,0.292149583,1.927332538,1.404702586,0.814779535,2.219482121
2016-09-08T00:00:00.000000000Z,0.978230139,-0.25556168,0.178105352,-0.112082914,0.290188267,46.17532547,45.52925342,-0.543713587,1.352676765,-1.886557668,1.456315067,-1.99019597,-0.533880903
2016-09-09T00:00:00.000000000Z,0.95814443,-0.239682097,0.09085947,-0.159463037,0.250322508,37.40504509,45.52925342,2.336686265,1.338151649,-4.725906751,-2.092026264,-1.295728838,-3.387755102
2016-09-12T00:00:00.000000000Z,0.980849124,0.239737939,0.063748201,-0.149259445,0.213007646,47.71146535,45.52925342,2.050856865,0.090490311,-2.233636288,-3.815740365,1.672594388,-2.143145977
2016-09-13T00:00:00.000000000Z,1.005069966,0.325196599,0.088048509,-0.09996731,0.188015819,56.20895481,45.52925342,3.661947591,-2.320055323,2.56277377,-2.597323078,2.840041525,0.242718447
2016-09-14T00:00:00.000000000Z,1.039197812,0.56952888,0.17548552,-0.010024239,0.185509759,65.31453506,45.52925342,3.840702526,-2.917423542,6.053732348,-1.072992937,4.209301743,3.136308806
2016-09-15T00:00:00.000000000Z,1.071298728,0.445693775,0.311392174,0.100705932,0.210686242,71.66051807,45.52925342,2.207261185,-1.016692899,10.51297696,4.841502021,4.654782042,9.496284063
2016-09-16T00:00:00.000000000Z,1.0627669,-0.44940137,0.403155027,0.153975028,0.249179999,69.45825735,45.52925342,-0.874227227,3.099812296,8.349279384,11.35707145,0.092020232,11.44909168
2016-09-19T00:00:00.000000000Z,1.048229831,-0.22499231,0.445725296,0.157236238,0.288489059,64.71565732,45.52925342,0.172702607,6.679685648,1.047587079,9.984132729,-2.256860002,7.727272727
2016-09-20T00:00:00.000000000Z,1.045769987,0.161819633,0.473998581,0.148407618,0.325590963,64.71565732,45.52925342,-0.755340734,7.774061313,-2.568250175,5.569916287,-0.364105149,5.205811138
2016-09-21T00:00:00.000000000Z,1.043109314,-0.170552515,0.4899506,0.13148771,0.35846289,64.55076453,45.52925342,-1.857969231,5.695922957,-4.097482411,1.89903663,-0.300596084,1.598440546
2016-09-22T00:00:00.000000000Z,1.049922184,0.142153603,0.516808159,0.126676215,0.390131944,66.8264339,45.52925342,-1.837614159,1.666598721,-2.458453925,-0.891945924,0.10009072,-0.791855204
2016-09-23T00:00:00.000000000Z,1.029938689,-0.23598157,0.496861138,0.085383355,0.411477783,59.57738425,45.52925342,-1.409016811,-1.604457874,-0.328824916,-0.631639365,-1.301643425,-1.93328279
2016-09-26T00:00:00.000000000Z,1.028725706,0.135044126,0.478761779,0.053827197,0.424934582,60.00216156,45.52925342,-0.464953173,-0.967156622,0.353424363,-0.84815763,0.234425371,-0.613732259
2016-09-27T00:00:00.000000000Z,1.027772829,0.107627145,0.463113999,0.030543533,0.432570466,60.56007608,45.52925342,-1.241097764,0.817722022,-1.23966295,-0.146874626,-0.275066302,-0.421940928
2016-09-28T00:00:00.000000000Z,1.031578532,0.118859697,0.460733385,0.022530335,0.438203049,62.6898171,45.52925342,-0.480619926,1.507434523,-1.162077654,-0.164092286,0.509449155,0.345356869
2016-09-29T00:00:00.000000000Z,1.013001829,-0.13754062,0.421708876,-0.013195339,0.434904215,55.85195721,45.52925342,1.166335,1.628202348,-3.756670611,0.085306323,-2.213774586,-2.128468263
2016-09-30T00:00:00.000000000Z,1.017966421,0.147859402,0.402282736,-0.026097183,0.428379919,58.30103808,46.9292054,0.57073591,0.410348596,-0.101110096,-1.060221396,1.369459896,0.3092385
2016-10-03T00:00:00.000000000Z,1.010705968,-0.082430959,0.372108036,-0.045017506,0.417125542,56.1217197,46.9292054,-0.447390702,-1.741465934,1.394109701,0.321768612,-0.669124845,-0.347356233
2016-10-04T00:00:00.000000000Z,1.012613738,0.104678385,0.353001271,-0.051299417,0.404300688,57.56709676,46.9292054,0.280636876,-2.169956202,2.054393798,-0.793175909,0.677613505,-0.115562404
2016-10-05T00:00:00.000000000Z,1.011262227,0.075798013,0.335604218,-0.054957176,0.390561394,57.83903115,46.9292054,0.334688991,-0.579636328,-0.185182028,-0.381826384,-0.382991972,-0.764818356
2016-10-06T00:00:00.000000000Z,1.014869744,0.096457211,0.333306194,-0.04580416,0.379110354,60.43321325,46.9292054,-0.581032604,0.807715416,0.706847691,0.650222954,0.864340153,1.514563107
2016-10-07T00:00:00.000000000Z,1.011494253,0.079250699,0.33089827,-0.038569667,0.369467937,60.9775844,46.9292054,0.100083752,1.241897354,-0.355577508,0.978630186,-0.09231034,0.886319846
2016-10-10T00:00:00.000000000Z,1.02407322,0.109649203,0.361138236,-0.006663761,0.367801997,66.55279587,46.9292054,-0.098633185,0.242897543,2.894205478,1.208518128,1.928584893,3.137103021
2016-10-11T00:00:00.000000000Z,1.022624955,0.183761095,0.385501305,0.014159447,0.371341859,67.2251701,46.9292054,0.902038936,0.458267937,2.472700054,3.331172177,-0.400204186,2.930967991
2016-10-12T00:00:00.000000000Z,1.029296539,0.103855373,0.419341303,0.038399555,0.380941747,69.83714147,46.9292054,1.610289041,0.850869239,2.925624017,3.015722172,0.760771084,3.776493256
2016-10-13T00:00:00.000000000Z,1.025592055,-0.094477915,0.434693536,0.043001431,0.391692105,67.89478989,46.9292054,2.144961991,1.663019971,1.05312387,3.117084088,-0.400940247,2.716143841
2016-10-14T00:00:00.000000000Z,1.030101866,0.096353373,0.453733679,0.049633259,0.40410042,69.60194559,46.9292054,1.397251078,1.894477734,1.237684222,2.0093211,1.122840856,3.132161956
2016-10-17T00:00:00.000000000Z,1.027555082,-0.061972584,0.461884974,0.046227643,0.415657331,69.07454686,46.9292054,1.50535366,2.279318109,-0.965010937,1.761844048,-0.447536876,1.314307172
2016-10-18T00:00:00.000000000Z,1.025056082,-0.061826296,0.461412228,0.036603918,0.42480831,68.51544509,46.9292054,-0.037153286,1.537854252,-0.526239415,0.910045697,0.10156914,1.011614837
2016-10-19T00:00:00.000000000Z,1.020423658,-0.048878051,0.449401818,0.019674806,0.429727012,66.20699046,46.9292054,-0.669890059,1.125350869,-1.311017412,0.665233489,-0.850900032,-0.185666543
2016-10-20T00:00:00.000000000Z,1.01896094,-0.057601947,0.434072843,0.003476665,0.430596178,65.9080628,46.9292054,-1.243977157,0.334151411,-0.259663515,0.082606588,-0.008118692,0.074487896
2016-10-21T00:00:00.000000000Z,1.013079937,-0.058330591,0.408341335,-0.017803875,0.426145209,62.56188179,46.9292054,-1.213372094,0.156901442,-1.045790331,-0.074020435,-0.814868454,-0.888888889
2016-10-24T00:00:00.000000000Z,1.020061204,0.055277086,0.402673158,-0.018777641,0.421450799,66.55198781,46.9292054,-1.391838911,0.026804283,0.047324701,-0.683855219,0.757984203,0.074128984
2016-10-25T00:00:00.000000000Z,1.023069964,0.104361244,0.404811502,-0.013311438,0.41812294,68.65091227,46.9292054,-0.841350199,0.353388529,0.314267257,0.149695582,0.517960204,0.667655786
2016-10-26T00:00:00.000000000Z,0.999359626,-0.145326343,0.353212637,-0.051928242,0.405140879,53.03477247,46.9292054,-0.082791417,0.18525054,-1.487333873,0.792558711,-2.094642044,-1.302083333
2016-10-27T00:00:00.000000000Z,0.988597449,-0.079029911,0.288020221,-0.093696527,0.381716747,48.02076846,46.9292054,0.817873845,0.521662431,-2.754636007,-1.515775224,-0.717198352,-2.232973576
2016-10-28T00:00:00.000000000Z,0.981922838,-0.07964701,0.220100005,-0.129293394,0.349393399,45.02351402,46.9292054,1.47732378,-0.226715255,-2.239652458,-2.297587008,-0.168780705,-2.466367713
2016-10-31T00:00:00.000000000Z,0.979975557,-0.059163591,0.161187016,-0.150565106,0.311752122,44.32251937,46.9292054,2.12005916,-1.333069697,-2.148411784,-3.02402849,-0.457452991,-3.481481481
2016-11-01T00:00:00.000000000Z,0.962916972,-0.094614335,0.07570035,-0.188841418,0.264541768,37.02755892,46.9292054,2.545946217,-2.407974251,-3.303153236,-3.77877053,-1.932356957,-5.711127487
2016-11-02T00:00:00.000000000Z,0.964286387,0.062098249,0.009456376,-0.204068314,0.213524689,37.49897292,46.9292054,2.34713845,-2.312911708,-1.154860625,-4.101670596,0.633898263,-3.467772333
2016-11-03T00:00:00.000000000Z,0.955559327,-0.059046786,-0.0640904,-0.222092072,0.158001672,33.81833861,46.9292054,2.793563629,-2.42703164,-1.113128238,-2.741513862,-0.798646016,-3.540159878
2016-11-04T00:00:00.000000000Z,0.948800302,-0.071584626,-0.139329721,-0.237865114,0.098535393,31.02476244,46.9292054,2.422742731,-2.630233032,-1.162870416,-3.299697138,-0.49340631,-3.793103448
2016-11-07T00:00:00.000000000Z,0.964516984,0.077650071,-0.167972155,-0.213206039,0.045233883,39.45510339,46.9292054,0.590496781,-2.191885985,-0.072120155,-3.352769562,1.088763422,-2.26400614
2016-11-08T00:00:00.000000000Z,0.972166885,0.056238762,-0.176532784,-0.177413334,0.00088055,42.60295952,46.9292054,0.058606937,-1.906987965,2.024221259,-0.909097726,1.02633102,0.117233294
2016-11-09T00:00:00.000000000Z,0.973141596,-0.143021372,-0.184418944,-0.148239595,-0.036179349,41.97621006,46.9292054,-1.552339385,-1.654822991,1.537681249,0.328442459,-0.445584201,-0.117141742
2016-11-10T00:00:00.000000000Z,0.94970787,-0.140599959,-0.245134095,-0.167163797,-0.077970298,32.76283551,46.9292054,-2.030215807,-1.318595065,-0.536179994,0.769551642,-2.624326701,-1.854775059
2016-11-11T00:00:00.000000000Z,0.959061638,0.089845614,-0.277943582,-0.159978627,-0.117964955,35.96083757,46.9292054,-2.276300182,0.22848988,-0.586912819,-1.218708129,0.86028519,-0.358422939
2016-11-14T00:00:00.000000000Z,0.939576632,-0.136458969,-0.350737983,-0.186218423,-0.164519561,29.59420242,46.9292054,-1.396431803,-0.380778887,-3.859503799,-1.538059179,-2.702223507,-4.240282686
2016-11-15T00:00:00.000000000Z,0.956047357,0.091624831,-0.378246554,-0.170981595,-0.207264959,35.81058447,46.9292054,-1.780439456,-1.252094515,-2.299818053,-4.640700289,1.088787721,-3.551912568
2016-11-16T00:00:00.000000000Z,0.984827907,0.166090048,-0.342041057,-0.107820879,-0.234220179,46.46800722,46.9292054,-0.285785052,-2.583853803,1.801992974,-3.354753256,2.572892427,-0.781860829
2016-11-17T00:00:00.000000000Z,0.9873132,-0.082724219,-0.310574745,-0.061083653,-0.249491092,46.34432843,46.9292054,-0.58791285,-2.571993322,4.582447685,0.949803873,1.06065049,2.010454363
2016-11-18T00:00:00.000000000Z,0.990732611,0.090813294,-0.280786896,-0.025036643,-0.255750253,46.65016468,46.9292054,-0.581652473,-1.221190162,2.700007108,2.091878073,-0.613061127,1.478816946
2016-11-21T00:00:00.000000000Z,1.008350772,0.094790796,-0.223137876,0.026089902,-0.249227777,52.35343804,46.9292054,-0.889963988,1.105939814,4.593117177,3.49781773,2.201239261,5.699056991
2016-11-22T00:00:00.000000000Z,1.011412212,0.085562491,-0.174630662,0.059677692,-0.234308354,52.49367504,46.9292054,-0.450653003,3.122931368,1.247768753,5.182872886,-0.812172765,4.370700121
2016-11-23T00:00:00.000000000Z,1.008033627,-0.092735634,-0.145006712,0.071441314,-0.216448026,50.41623043,46.9292054,-0.593487919,2.760182217,-1.656951327,2.260375754,-1.157144864,1.10323089
2016-11-24T00:00:00.000000000Z,1.008033627,-0.092735634,-0.145006712,0.071441314,-0.216448026,50.41623043,46.9292054,-0.593487919,2.760182217,-1.656951327,0.577350035,0.525880855,1.10323089
2016-11-25T00:00:00.000000000Z,1.014096691,0.039737755,-0.109774196,0.085339064,-0.19511326,52.44307714,46.9292054,-0.482142757,2.122672395,-0.467173775,0.295297589,1.360201031,1.65549862
2016-11-28T00:00:00.000000000Z,1.012847502,-0.100244999,-0.084907989,0.088164217,-0.173072206,51.56992643,46.9292054,0.150238447,0.674533035,0.703962436,0.059463669,1.319031802,1.378495471
2016-11-29T00:00:00.000000000Z,1.012364152,-0.098929494,-0.066851468,0.08497659,-0.151828058,51.02103526,46.9292054,0.252078029,0.029032035,-0.300560352,0.127246791,-0.398775108,-0.271528317
2016-11-30T00:00:00.000000000Z,1.004273084,-0.13909046,-0.068694918,0.066506512,-0.13520143,47.23135263,46.9292054,0.491929417,-0.22518666,-0.899280188,0.038318172,-1.16278502,-1.124466848
2016-12-01T00:00:00.000000000Z,0.995507212,-0.133461298,-0.088501667,0.03735981,-0.125861478,43.2752313,46.9292054,0.891027234,1.536077258,-3.094923712,-0.758035584,-0.80081087,-1.558846454
2016-12-02T00:00:00.000000000Z,0.999034464,0.099432539,-0.095831723,0.024023804,-0.119855527,45.13124128,46.9292054,1.001050372,1.035032225,-2.741119856,-2.164107665,0.458020034,-1.706087631
2016-12-05T00:00:00.000000000Z,0.991823466,-0.127488853,-0.114841518,0.004011207,-0.118852725,42.16009629,46.9292054,-0.552919758,-0.969256175,-1.245196039,-1.691099258,-0.523352956,-2.214452214
2016-12-06T00:00:00.000000000Z,0.999901468,0.098336707,-0.112472082,0.005104515,-0.117576596,46.3837218,46.9292054,-0.635264021,-1.558877092,0.236434463,-2.071377297,0.748934668,-1.322442629
2016-12-07T00:00:00.000000000Z,1.009754656,0.117009798,-0.089390932,0.022548531,-0.111939464,51.18247382,46.9292054,-0.629932807,-1.553140794,2.023729029,-0.470907003,0.941495238,0.470588235
2016-12-08T00:00:00.000000000Z,1.019025485,0.104806792,-0.050345691,0.049275018,-0.099620709,55.47416442,46.9292054,-0.773946723,-1.160740916,3.57562611,1.775032254,0.63985294,2.414885194
2016-12-09T00:00:00.000000000Z,1.032681279,0.128154177,0.014323324,0.091155226,-0.076831902,61.5843547,46.9292054,-1.292871369,0.195394061,3.512692724,3.012223923,0.695862862,3.708086785
2016-12-12T00:00:00.000000000Z,1.024535549,-0.101144273,0.05286089,0.103754234,-0.050893344,58.49688943,46.9292054,0.31912414,1.827890007,2.025904192,4.86850329,-1.014709091,3.853794199
2016-12-13T00:00:00.000000000Z,1.036958982,0.157436427,0.116753731,0.13411766,-0.017363929,64.05948918,46.9292054,0.615387792,2.803459262,1.926536796,3.499108635,1.230887423,4.729996058
2016-12-14T00:00:00.000000000Z,1.033577664,0.121639377,0.166279419,0.146914678,0.019364741,64.17972733,46.9292054,0.619705432,2.475156189,1.271916411,3.910376138,-0.163303538,3.7470726
2016-12-15T00:00:00.000000000Z,1.036321679,0.154294693,0.214354765,0.155992019,0.058362745,65.89972793,46.9292054,0.092984044,1.990694619,1.294964446,2.834720157,0.450938908,3.285659065
2016-12-16T00:00:00.000000000Z,1.034716178,0.18780346,0.251971007,0.154886609,0.097084398,66.27345067,46.9292054,0.301439373,1.660869606,0.088845114,2.141082058,-0.391367338,1.74971472
2016-12-19T00:00:00.000000000Z,1.037854099,0.093262626,0.29133449,0.155400074,0.135934416,68.27071426,46.9292054,-0.58172003,1.747419263,1.19825786,1.867676019,1.078001104,2.945677123
2016-12-20T00:00:00.000000000Z,1.03815149,0.072179561,0.32443882,0.150803523,0.173635297,69.13197579,46.9292054,-0.792434361,1.606527005,-0.06343329,1.719756529,-0.176662814,1.543093715
2016-12-21T00:00:00.000000000Z,1.036872109,0.071912478,0.349071115,0.140348655,0.208722461,69.51390637,46.9292054,-1.160572628,1.543911168,0.073846545,1.244050689,0.373707024,1.617757713
2016-12-22T00:00:00.000000000Z,1.027654359,-0.080906986,0.350032929,0.113048375,0.236984554,64.36778421,46.9292054,-0.851175287,1.742230503,-1.330553856,1.344109934,-0.932433287,0.411676647
2016-12-23T00:00:00.000000000Z,1.027424749,0.041851361,0.350786112,0.091041246,0.259744866,65.13979004,46.9292054,-0.500462599,1.316505012,-0.830523704,0.090072244,0.395909064,0.485981308
2016-12-26T00:00:00.000000000Z,1.027424749,0.041851361,0.350786112,0.091041246,0.259744866,65.13979004,46.9292054,-0.500462599,1.316505012,-0.830523704,0.053901162,0.432080146,0.485981308
2016-12-27T00:00:00.000000000Z,1.031340552,0.051914975,0.360939903,0.08095603,0.279983873,67.70201237,46.9292054,0.192995577,0.553577511,-0.033324817,-0.065989811,0.586242505,0.520252694
2016-12-28T00:00:00.000000000Z,1.024743719,-0.056115952,0.356006949,0.06081846,0.295188489,64.40345222,46.9292054,1.057168874,-0.294692837,0.146434868,0.306045602,-0.454303571,-0.148257969
2016-12-29T00:00:00.000000000Z,1.021584917,-0.039838044,0.347287319,0.041679064,0.305608255,64.09770864,46.9292054,1.503432336,0.412937371,-0.709123969,0.442248193,-0.738434791,-0.296186598
