date,norm_close,norm_obv_diff,macd_line,macd_diff,macd_signal,rsi,ev_ebidta,norm_vix_change,price_change
2016-04-27T00:00:00.000000000Z,0.905088063,-0.289324923,-0.138837657,-0.306198382,0.167360725,26.59372215,38.94071914,0.260447451,-3.738738739
2016-04-28T00:00:00.000000000Z,0.883143531,-0.210940462,-0.322907369,-0.392214475,0.069307106,22.75452743,38.94071914,0.639748614,-1.068773234
2016-04-29T00:00:00.000000000Z,0.879543481,-0.191348535,-0.483384694,-0.44215344,-0.041231254,21.52424527,38.94071914,1.306323274,-0.470145745
2016-05-02T00:00:00.000000000Z,0.885970398,-0.140553468,-0.605201577,-0.451176258,-0.154025318,21.42444742,38.94071914,0.296164551,-0.329411765
2016-05-03T00:00:00.000000000Z,0.906839078,0.176598857,-0.665825042,-0.409439779,-0.256385263,27.73869765,38.94071914,0.815964647,-1.25
2016-05-04T00:00:00.000000000Z,0.904416277,-0.138911355,-0.724081888,-0.3741573,-0.349924588,26.24609725,38.94071914,1.1422672,-1.169864296
2016-05-05T00:00:00.000000000Z,0.907444111,-0.133864607,-0.767854836,-0.334344199,-0.433510638,25.72753312,38.94071914,0.313022754,-3.147017379
2016-05-06T00:00:00.000000000Z,0.90907139,-0.174312129,-0.802972049,-0.295569129,-0.50740292,24.93180022,38.94071914,-0.431945071,-2.409069438
2016-05-09T00:00:00.000000000Z,0.916506199,0.152391325,-0.820537135,-0.250507372,-0.570029763,25.1395903,38.94071914,-0.052157366,1.180358829
2016-05-10T00:00:00.000000000Z,0.930506478,0.169526269,-0.812982292,-0.194362023,-0.618620269,28.34364173,38.94071914,-0.882751748,0.046882325
2016-05-11T00:00:00.000000000Z,0.930068698,-0.171889203,-0.814550637,-0.156744294,-0.657806342,26.62550452,38.94071914,-0.590571526,2.225378788
2016-05-12T00:00:00.000000000Z,0.917790537,-0.552495568,-0.846382808,-0.150861173,-0.695521635,23.04378623,38.94071914,-0.655521132,4.267701261
2016-05-13T00:00:00.000000000Z,0.928372427,0.419295479,-0.858486273,-0.13037171,-0.728114563,23.92545932,38.94071914,0.150407378,5.22749274
2016-05-16T00:00:00.000000000Z,0.969420067,0.746843246,-0.796761223,-0.054917328,-0.741843895,38.52605019,38.94071914,0.051995591,2.706486234
2016-05-17T00:00:00.000000000Z,0.971766849,-0.815286849,-0.746500729,-0.003725467,-0.742775262,37.61727821,38.94071914,0.972453037,4.73289597
2016-05-18T00:00:00.000000000Z,0.989277859,1.180458629,-0.678672698,0.051282051,-0.729954749,41.7291006,38.94071914,0.580721966,5.326540065
2016-05-19T00:00:00.000000000Z,0.990920404,-2.344665824,-0.624976404,0.083982676,-0.70895908,40.68932949,38.94071914,0.894894251,6.604651163
2016-05-20T00:00:00.000000000Z,1.007180913,-4.886297668,-0.55663912,0.121855968,-0.678495088,44.65000891,38.94071914,0.070978769,5.381784729
2016-05-23T00:00:00.000000000Z,1.024030521,-1.693635537,-0.475216586,0.162622802,-0.637839387,48.79290643,38.94071914,0.515135494,3.589277601
2016-05-24T00:00:00.000000000Z,1.043076492,-1.022547286,-0.378885921,0.207162773,-0.586048694,53.51169169,38.94071914,-0.489203783,0.581655481
2016-05-25T00:00:00.000000000Z,1.059942202,-1.018064247,-0.267984279,0.254451532,-0.522435811,58.26278861,38.94071914,-0.850916255,-1.890941073
2016-05-26T00:00:00.000000000Z,1.064857833,-1.554633624,-0.163682602,0.287002567,-0.450685169,60.28044454,38.94071914,-1.182732352,-2.486910995
2016-05-27T00:00:00.000000000Z,1.060353605,1.158975124,-0.080897156,0.295830411,-0.376727567,60.10660121,38.94071914,-0.919267132,-1.7023134
2016-05-31T00:00:00.000000000Z,1.051490765,1.691670611,-0.023889787,0.282270224,-0.306160011,58.12100001,38.94071914,-0.693295657,-0.833333333
2016-06-01T00:00:00.000000000Z,1.034633529,1.091667253,-0.004480712,0.241343439,-0.245824151,52.67001172,38.94071914,-0.103144293,0.489323843
2016-06-02T00:00:00.000000000Z,1.024592987,1.505574785,-0.002784362,0.194431831,-0.197216193,49.98781896,38.94071914,-0.132404897,1.972209771
2016-06-03T00:00:00.000000000Z,1.023937693,-1.246674839,0.0017673,0.159186795,-0.157419494,50.62495161,38.94071914,0.020472259,0.939597315
2016-06-06T00:00:00.000000000Z,1.02854533,-1.450748635,0.018874531,0.14103522,-0.122160689,53.34529142,38.94071914,0.278691559,-1.332149201
2016-06-07T00:00:00.000000000Z,1.029294608,-2.329730379,0.039242025,0.129122171,-0.089880147,54.76617092,38.94071914,-0.06818787,-1.592215834
2016-06-08T00:00:00.000000000Z,1.025443156,3.423634114,0.053156819,0.114429572,-0.061272754,54.36989976,38.94071914,-0.058314903,-1.814962373
2016-06-09T00:00:00.000000000Z,1.028899643,276.1798967,0.07621648,0.109991387,-0.033774907,57.04748531,38.94071914,0.511431067,-2.10989011
2016-06-10T00:00:00.000000000Z,1.015850144,-3.798119361,0.078257907,0.089626251,-0.011368344,53.06530518,38.94071914,1.807736095,-3.546099291
2016-06-13T00:00:00.000000000Z,0.9970385,-2.95083624,0.05184298,0.05056906,0.001273921,46.7732574,38.94071914,3.595104322,-2.295229523
2016-06-14T00:00:00.000000000Z,0.996551261,2.022652274,0.032949884,0.025340771,0.007609113,47.3662816,38.94071914,3.018738998,-1.617977528
2016-06-15T00:00:00.000000000Z,0.991550807,-1.553216634,0.012188058,0.003663156,0.008524902,46.07630554,38.94071914,2.788272397,-1.668169522
2016-06-16T00:00:00.000000000Z,0.994063295,1.366187245,0.002962262,-0.004450112,0.007412374,48.03580746,38.94071914,2.070144369,-1.4818141
2016-06-17T00:00:00.000000000Z,0.970735189,-3.012934235,-0.044983444,-0.041916655,-0.003066789,39.31697225,38.94071914,0.88670374,-2.022058824
2016-06-20T00:00:00.000000000Z,0.968569453,-1.61183135,-0.086023716,-0.066365541,-0.019658175,38.57768361,38.94071914,-0.778835061,-3.22432059
2016-06-21T00:00:00.000000000Z,0.976861459,1.875812473,-0.102838474,-0.066544239,-0.036294234,42.75106937,38.94071914,-0.613839498,-2.375513933
2016-06-22T00:00:00.000000000Z,0.974465518,-2.209755743,-0.121222247,-0.06794241,-0.053279837,41.4045501,38.94071914,0.312031763,-1.192113709
2016-06-23T00:00:00.000000000Z,0.98202896,4.580814185,-0.123873668,-0.056475065,-0.067398603,44.4655687,38.94071914,-0.661015246,-0.546946217
2016-06-24T00:00:00.000000000Z,0.957707252,14.59722903,-0.173998016,-0.08527953,-0.088718486,35.05894212,38.94071914,1.904919955,2.673545966
2016-06-27T00:00:00.000000000Z,0.947826675,2.487261732,-0.23601569,-0.117837763,-0.118177926,31.47374409,38.94071914,1.684381954,3.284150405
2016-06-28T00:00:00.000000000Z,0.967187146,-1.458281146,-0.253197449,-0.108015618,-0.145181831,39.2438998,38.94071914,0.081447109,2.058961161
2016-06-29T00:00:00.000000000Z,0.977390752,-1.103284009,-0.249414526,-0.083386156,-0.16602837,42.73996115,38.94071914,-1.184806899,1.62412993
2016-06-30T00:00:00.000000000Z,0.990737377,-1.057772895,-0.222069905,-0.044833228,-0.177236677,47.60980578,45.52925342,-0.517128072,1.145737855
2016-07-01T00:00:00.000000000Z,0.994954775,-0.680521923,-0.1925313,-0.012235699,-0.180295602,48.82498519,45.52925342,-2.340843515,1.142074006
2016-07-05T00:00:00.000000000Z,0.988160291,0.682234223,-0.182351125,-0.001644419,-0.180706706,45.72483465,45.52925342,-1.892536427,2.488479263
2016-07-06T00:00:00.000000000Z,0.994981752,-0.655254356,-0.1635222,0.013747605,-0.177269805,47.79166245,45.52925342,-1.100494533,1.375515818
2016-07-07T00:00:00.000000000Z,1.000662539,-0.521139444,-0.139727205,0.03003408,-0.169761285,49.48656431,45.52925342,-0.613975867,2.96803653
2016-07-08T00:00:00.000000000Z,1.009999314,-0.582171208,-0.105930816,0.051064375,-0.156995191,52.6157396,45.52925342,-0.848196893,2.174898052
2016-07-11T00:00:00.000000000Z,1.014177412,-0.492135064,-0.07266093,0.067467409,-0.140128339,53.88257967,45.52925342,-0.458699602,2.935862692
2016-07-12T00:00:00.000000000Z,1.018711495,-0.539981024,-0.037789527,0.08187105,-0.119660577,55.70451836,45.52925342,-0.732654354,2.517985612
2016-07-13T00:00:00.000000000Z,1.013081628,0.632403798,-0.020408347,0.079401783,-0.099810131,52.78502483,45.52925342,-0.737133111,3.211216644
2016-07-14T00:00:00.000000000Z,1.032367349,-0.978559139,0.028541675,0.102681444,-0.07413977,60.35800184,45.52925342,-0.771113607,0.66518847
2016-07-15T00:00:00.000000000Z,1.03170609,-0.942992779,0.06656757,0.112565872,-0.045998302,60.35800184,45.52925342,-0.240284352,-0.133037694
2016-07-18T00:00:00.000000000Z,1.040235525,-1.494881048,0.114746633,0.128595948,-0.013849315,64.00974122,45.52925342,-0.496536186,-2.501096972
2016-07-19T00:00:00.000000000Z,1.038109548,-2.112233652,0.151983829,0.132666515,0.019317314,64.15789447,45.52925342,-0.726896899,-3.201754386
2016-07-20T00:00:00.000000000Z,1.036825007,23.03229579,0.181021702,0.12936351,0.051658192,64.47288741,45.52925342,-0.620098294,2.979842244
2016-07-21T00:00:00.000000000Z,1.029291738,-2.397867357,0.192136598,0.112382725,0.079753873,61.00844617,45.52925342,-0.040827306,4.933920705
2016-07-22T00:00:00.000000000Z,1.019788978,-1.266258842,0.184296284,0.083633929,0.100662355,56.13572711,45.52925342,-0.341491639,5.639431616
2016-07-25T00:00:00.000000000Z,1.004157628,-1.168838136,0.152121721,0.041167493,0.110954228,49.09734487,45.52925342,0.240400017,8.95589559
2016-07-26T00:00:00.000000000Z,0.994995717,-1.204488475,0.113214338,0.001808088,0.11140625,45.99226362,45.52925342,0.651989478,8.065246942
2016-07-27T00:00:00.000000000Z,1.054402692,1.56044422,0.195515228,0.067287182,0.128228046,67.25411732,45.52925342,0.665013648,2.765957447
2016-07-28T00:00:00.000000000Z,1.063345386,0.541474946,0.283294953,0.124053526,0.159241427,70.0916223,45.52925342,-0.011762325,2.01511335
2016-07-29T00:00:00.000000000Z,1.05735683,-0.349635722,0.346446648,0.149764176,0.196682471,69.48374058,45.52925342,-0.094837568,3.699033207
2016-08-01T00:00:00.000000000Z,1.070504742,0.401298747,0.425480635,0.183038531,0.242442104,73.01254521,45.52925342,-0.25618029,2.726146221
2016-08-02T00:00:00.000000000Z,1.049597324,-0.319720308,0.453835119,0.169114412,0.284720707,65.97071717,45.52925342,0.189622803,4.696016771
2016-08-03T00:00:00.000000000Z,1.057355517,0.264294086,0.494809884,0.168071341,0.326738542,68.68148617,45.52925342,0.01822999,2.65010352
2016-08-04T00:00:00.000000000Z,1.058362369,0.214275265,0.533239573,0.165200825,0.368038748,69.96960362,45.52925342,-0.185569107,1.934156379
2016-08-05T00:00:00.000000000Z,1.068427891,0.29541282,0.586787169,0.174998736,0.411788433,72.92746854,45.52925342,-0.320453912,0.648561005
2016-08-08T00:00:00.000000000Z,1.070759693,0.194841975,0.638007797,0.180975491,0.457032305,74.39553569,45.52925342,-0.603680602,1.045436269
2016-08-09T00:00:00.000000000Z,1.068783975,0.164110014,0.678844382,0.177449661,0.501394721,75.12195599,45.52925342,-1.029569569,0.52062475
2016-08-10T00:00:00.000000000Z,1.055028301,-0.137226655,0.688743765,0.149879235,0.538864529,71.20592944,45.52925342,-0.509060075,1.129487697
2016-08-11T00:00:00.000000000Z,1.049220603,-0.157066309,0.687055318,0.118552631,0.568502687,70.76452519,45.52925342,-0.483771683,1.09002826
2016-08-12T00:00:00.000000000Z,1.046707697,0.10046011,0.682689095,0.091349127,0.591339969,71.33854195,45.52925342,0.114579201,1.087394281
2016-08-15T00:00:00.000000000Z,1.054154956,0.131884922,0.695419957,0.083263991,0.612155966,74.07898687,45.52925342,0.220440134,-0.915240748
2016-08-16T00:00:00.000000000Z,1.047841697,-0.167839524,0.695076103,0.066336109,0.628739994,73.32397551,45.52925342,0.6854349,-0.478087649
2016-08-17T00:00:00.000000000Z,1.041696965,-0.123954786,0.684492443,0.04460196,0.639890484,72.52791093,45.52925342,0.094588108,-1.116872756
2016-08-18T00:00:00.000000000Z,1.03541671,-0.106809247,0.666006757,0.020893019,0.645113738,71.68971826,45.52925342,-0.175192221,-1.397763578
2016-08-19T00:00:00.000000000Z,1.032390746,0.126644741,0.648720173,0.002885148,0.645835025,72.37729252,45.52925342,-0.149233128,-2.231075697
2016-08-22T00:00:00.000000000Z,1.018550713,-0.119868965,0.611829315,-0.027204568,0.639033883,66.5731514,45.52925342,0.32048416,-1.526104418
2016-08-23T00:00:00.000000000Z,1.015777489,0.09533473,0.582335573,-0.045358648,0.627694221,67.68931156,45.52925342,-0.169716339,-2.602081665
2016-08-24T00:00:00.000000000Z,1.005414394,-0.104532994,0.537434943,-0.072207422,0.609642366,62.36322811,45.52925342,0.850657663,-1.774909238
2016-08-25T00:00:00.000000000Z,0.999595142,-0.107003081,0.488154564,-0.097190241,0.585344805,59.7006755,45.52925342,1.578124384,-0.769542325
2016-08-26T00:00:00.000000000Z,0.99201617,-0.11995219,0.432015754,-0.122663241,0.554678995,55.84890656,45.52925342,1.658082322,0.774246129
2016-08-29T00:00:00.000000000Z,0.990587,-0.115826254,0.381513657,-0.13853227,0.520045927,55.33626449,45.52925342,0.443562219,0.815660685
2016-08-30T00:00:00.000000000Z,0.981959075,-0.110129399,0.322442058,-0.158083095,0.480525154,50.58579599,45.52925342,0.486045119,2.219482121
2016-08-31T00:00:00.000000000Z,0.982369791,0.150161969,0.274081779,-0.1651547,0.439236479,51.06204436,45.52925342,-0.018095759,-0.533880903
2016-09-01T00:00:00.000000000Z,0.988022745,0.119821463,0.245035044,-0.155361147,0.400396192,54.59645806,45.52925342,-0.088901654,-3.387755102
2016-09-02T00:00:00.000000000Z,0.997177419,0.121337256,0.237832788,-0.130050723,0.367883511,59.43430118,45.52925342,-0.985971893,-2.143145977
2016-09-06T00:00:00.000000000Z,0.997075729,-0.131839902,0.228681928,-0.111361267,0.340043194,59.13925179,45.52925342,-0.571775081,0.242718447
2016-09-07T00:00:00.000000000Z,1.00332829,0.19606397,0.230872201,-0.087336795,0.318208996,62.17271462,45.52925342,-0.722488849,3.136308806
2016-09-08T00:00:00.000000000Z,0.978230139,-0.25556168,0.178105352,-0.112082914,0.290188267,46.17532547,45.52925342,-0.543713587,9.496284063
2016-09-09T00:00:00.000000000Z,0.95814443,-0.239682097,0.09085947,-0.159463037,0.250322508,37.40504509,45.52925342,2.336686265,11.44909168
2016-09-12T00:00:00.000000000Z,0.980849124,0.239737939,0.063748201,-0.149259445,0.213007646,47.71146535,45.52925342,2.050856865,7.727272727
2016-09-13T00:00:00.000000000Z,1.005069966,0.325196599,0.088048509,-0.09996731,0.188015819,56.20895481,45.52925342,3.661947591,5.205811138
2016-09-14T00:00:00.000000000Z,1.039197812,0.56952888,0.17548552,-0.010024239,0.185509759,65.31453506,45.52925342,3.840702526,1.598440546
2016-09-15T00:00:00.000000000Z,1.071298728,0.445693775,0.311392174,0.100705932,0.210686242,71.66051807,45.52925342,2.207261185,-0.791855204
2016-09-16T00:00:00.000000000Z,1.0627669,-0.44940137,0.403155027,0.153975028,0.249179999,69.45825735,45.52925342,-0.874227227,-1.93328279
2016-09-19T00:00:00.000000000Z,1.048229831,-0.22499231,0.445725296,0.157236238,0.288489059,64.71565732,45.52925342,0.172702607,-0.613732259
2016-09-20T00:00:00.000000000Z,1.045769987,0.161819633,0.473998581,0.148407618,0.325590963,64.71565732,45.52925342,-0.755340734,-0.421940928
2016-09-21T00:00:00.000000000Z,1.043109314,-0.170552515,0.4899506,0.13148771,0.35846289,64.55076453,45.52925342,-1.857969231,0.345356869
2016-09-22T00:00:00.000000000Z,1.049922184,0.142153603,0.516808159,0.126676215,0.390131944,66.8264339,45.52925342,-1.837614159,-2.128468263
2016-09-23T00:00:00.000000000Z,1.029938689,-0.23598157,0.496861138,0.085383355,0.411477783,59.57738425,45.52925342,-1.409016811,0.3092385
2016-09-26T00:00:00.000000000Z,1.028725706,0.135044126,0.478761779,0.053827197,0.424934582,60.00216156,45.52925342,-0.464953173,-0.347356233
2016-09-27T00:00:00.000000000Z,1.027772829,0.107627145,0.463113999,0.030543533,0.432570466,60.56007608,45.52925342,-1.241097764,-0.115562404
2016-09-28T00:00:00.000000000Z,1.031578532,0.118859697,0.460733385,0.022530335,0.438203049,62.6898171,45.52925342,-0.480619926,-0.764818356
2016-09-29T00:00:00.000000000Z,1.013001829,-0.13754062,0.421708876,-0.013195339,0.434904215,55.85195721,45.52925342,1.166335,1.514563107
2016-09-30T00:00:00.000000000Z,1.017966421,0.147859402,0.402282736,-0.026097183,0.428379919,58.30103808,46.9292054,0.57073591,0.886319846
2016-10-03T00:00:00.000000000Z,1.010705968,-0.082430959,0.372108036,-0.045017506,0.417125542,56.1217197,46.9292054,-0.447390702,3.137103021
2016-10-04T00:00:00.000000000Z,1.012613738,0.104678385,0.353001271,-0.051299417,0.404300688,57.56709676,46.9292054,0.280636876,2.930967991
2016-10-05T00:00:00.000000000Z,1.011262227,0.075798013,0.335604218,-0.054957176,0.390561394,57.83903115,46.9292054,0.334688991,3.776493256
2016-10-06T00:00:00.000000000Z,1.014869744,0.096457211,0.333306194,-0.04580416,0.379110354,60.43321325,46.9292054,-0.581032604,2.716143841
2016-10-07T00:00:00.000000000Z,1.011494253,0.079250699,0.33089827,-0.038569667,0.369467937,60.9775844,46.9292054,0.100083752,3.132161956
2016-10-10T00:00:00.000000000Z,1.02407322,0.109649203,0.361138236,-0.006663761,0.367801997,66.55279587,46.9292054,-0.098633185,1.314307172
2016-10-11T00:00:00.000000000Z,1.022624955,0.183761095,0.385501305,0.014159447,0.371341859,67.2251701,46.9292054,0.902038936,1.011614837
2016-10-12T00:00:00.000000000Z,1.029296539,0.103855373,0.419341303,0.038399555,0.380941747,69.83714147,46.9292054,1.610289041,-0.185666543
2016-10-13T00:00:00.000000000Z,1.025592055,-0.094477915,0.434693536,0.043001431,0.391692105,67.89478989,46.9292054,2.144961991,0.074487896
2016-10-14T00:00:00.000000000Z,1.030101866,0.096353373,0.453733679,0.049633259,0.40410042,69.60194559,46.9292054,1.397251078,-0.888888889
2016-10-17T00:00:00.000000000Z,1.027555082,-0.061972584,0.461884974,0.046227643,0.415657331,69.07454686,46.9292054,1.50535366,0.074128984
2016-10-18T00:00:00.000000000Z,1.025056082,-0.061826296,0.461412228,0.036603918,0.42480831,68.51544509,46.9292054,-0.037153286,0.667655786
2016-10-19T00:00:00.000000000Z,1.020423658,-0.048878051,0.449401818,0.019674806,0.429727012,66.20699046,46.9292054,-0.669890059,-1.302083333
2016-10-20T00:00:00.000000000Z,1.01896094,-0.057601947,0.434072843,0.003476665,0.430596178,65.9080628,46.9292054,-1.243977157,-2.232973576
2016-10-21T00:00:00.000000000Z,1.013079937,-0.058330591,0.408341335,-0.017803875,0.426145209,62.56188179,46.9292054,-1.213372094,-2.466367713
2016-10-24T00:00:00.000000000Z,1.020061204,0.055277086,0.402673158,-0.018777641,0.421450799,66.55198781,46.9292054,-1.391838911,-3.481481481
2016-10-25T00:00:00.000000000Z,1.023069964,0.104361244,0.404811502,-0.013311438,0.41812294,68.65091227,46.9292054,-0.841350199,-5.711127487
2016-10-26T00:00:00.000000000Z,0.999359626,-0.145326343,0.353212637,-0.051928242,0.405140879,53.03477247,46.9292054,-0.082791417,-3.467772333
2016-10-27T00:00:00.000000000Z,0.988597449,-0.079029911,0.288020221,-0.093696527,0.381716747,48.02076846,46.9292054,0.817873845,-3.540159878
2016-10-28T00:00:00.000000000Z,0.981922838,-0.07964701,0.220100005,-0.129293394,0.349393399,45.02351402,46.9292054,1.47732378,-3.793103448
2016-10-31T00:00:00.000000000Z,0.979975557,-0.059163591,0.161187016,-0.150565106,0.311752122,44.32251937,46.9292054,2.12005916,-2.26400614
2016-11-01T00:00:00.000000000Z,0.962916972,-0.094614335,0.07570035,-0.188841418,0.264541768,37.02755892,46.9292054,2.545946217,0.117233294
2016-11-02T00:00:00.000000000Z,0.964286387,0.062098249,0.009456376,-0.204068314,0.213524689,37.49897292,46.9292054,2.34713845,-0.117141742
2016-11-03T00:00:00.000000000Z,0.955559327,-0.059046786,-0.0640904,-0.222092072,0.158001672,33.81833861,46.9292054,2.793563629,-1.854775059
2016-11-04T00:00:00.000000000Z,0.948800302,-0.071584626,-0.139329721,-0.237865114,0.098535393,31.02476244,46.9292054,2.422742731,-0.358422939
2016-11-07T00:00:00.000000000Z,0.964516984,0.077650071,-0.167972155,-0.213206039,0.045233883,39.45510339,46.9292054,0.590496781,-4.240282686
2016-11-08T00:00:00.000000000Z,0.972166885,0.056238762,-0.176532784,-0.177413334,0.00088055,42.60295952,46.9292054,0.058606937,-3.551912568
2016-11-09T00:00:00.000000000Z,0.973141596,-0.143021372,-0.184418944,-0.148239595,-0.036179349,41.97621006,46.9292054,-1.552339385,-0.781860829
2016-11-10T00:00:00.000000000Z,0.94970787,-0.140599959,-0.245134095,-0.167163797,-0.077970298,32.76283551,46.9292054,-2.030215807,2.010454363
2016-11-11T00:00:00.000000000Z,0.959061638,0.089845614,-0.277943582,-0.159978627,-0.117964955,35.96083757,46.9292054,-2.276300182,1.478816946
2016-11-14T00:00:00.000000000Z,0.939576632,-0.136458969,-0.350737983,-0.186218423,-0.164519561,29.59420242,46.9292054,-1.396431803,5.699056991
2016-11-15T00:00:00.000000000Z,0.956047357,0.091624831,-0.378246554,-0.170981595,-0.207264959,35.81058447,46.9292054,-1.780439456,4.370700121
2016-11-16T00:00:00.000000000Z,0.984827907,0.166090048,-0.342041057,-0.107820879,-0.234220179,46.46800722,46.9292054,-0.285785052,1.10323089
2016-11-17T00:00:00.000000000Z,0.9873132,-0.082724219,-0.310574745,-0.061083653,-0.249491092,46.34432843,46.9292054,-0.58791285,1.65549862
2016-11-18T00:00:00.000000000Z,0.990732611,0.090813294,-0.280786896,-0.025036643,-0.255750253,46.65016468,46.9292054,-0.581652473,1.378495471
2016-11-21T00:00:00.000000000Z,1.008350772,0.094790796,-0.223137876,0.026089902,-0.249227777,52.35343804,46.9292054,-0.889963988,-0.271528317
2016-11-22T00:00:00.000000000Z,1.011412212,0.085562491,-0.174630662,0.059677692,-0.234308354,52.49367504,46.9292054,-0.450653003,-1.124466848
2016-11-23T00:00:00.000000000Z,1.008033627,-0.092735634,-0.145006712,0.071441314,-0.216448026,50.41623043,46.9292054,-0.593487919,-1.558846454
2016-11-25T00:00:00.000000000Z,1.014096691,0.039737755,-0.109774196,0.085339064,-0.19511326,52.44307714,46.9292054,-0.482142757,-1.706087631
2016-11-28T00:00:00.000000000Z,1.012847502,-0.100244999,-0.084907989,0.088164217,-0.173072206,51.56992643,46.9292054,0.150238447,-2.214452214
2016-11-29T00:00:00.000000000Z,1.012364152,-0.098929494,-0.066851468,0.08497659,-0.151828058,51.02103526,46.9292054,0.252078029,-1.322442629
2016-11-30T00:00:00.000000000Z,1.004273084,-0.13909046,-0.068694918,0.066506512,-0.13520143,47.23135263,46.9292054,0.491929417,0.470588235
2016-12-01T00:00:00.000000000Z,0.995507212,-0.133461298,-0.088501667,0.03735981,-0.125861478,43.2752313,46.9292054,0.891027234,2.414885194
2016-12-02T00:00:00.000000000Z,0.999034464,0.099432539,-0.095831723,0.024023804,-0.119855527,45.13124128,46.9292054,1.001050372,3.708086785
2016-12-05T00:00:00.000000000Z,0.991823466,-0.127488853,-0.114841518,0.004011207,-0.118852725,42.16009629,46.9292054,-0.552919758,3.853794199
2016-12-06T00:00:00.000000000Z,0.999901468,0.098336707,-0.112472082,0.005104515,-0.117576596,46.3837218,46.9292054,-0.635264021,4.729996058
2016-12-07T00:00:00.000000000Z,1.009754656,0.117009798,-0.089390932,0.022548531,-0.111939464,51.18247382,46.9292054,-0.629932807,3.7470726
2016-12-08T00:00:00.000000000Z,1.019025485,0.104806792,-0.050345691,0.049275018,-0.099620709,55.47416442,46.9292054,-0.773946723,3.285659065
2016-12-09T00:00:00.000000000Z,1.032681279,0.128154177,0.014323324,0.091155226,-0.076831902,61.5843547,46.9292054,-1.292871369,1.74971472
2016-12-12T00:00:00.000000000Z,1.024535549,-0.101144273,0.05286089,0.103754234,-0.050893344,58.49688943,46.9292054,0.31912414,2.945677123
2016-12-13T00:00:00.000000000Z,1.036958982,0.157436427,0.116753731,0.13411766,-0.017363929,64.05948918,46.9292054,0.615387792,1.543093715
2016-12-14T00:00:00.000000000Z,1.033577664,0.121639377,0.166279419,0.146914678,0.019364741,64.17972733,46.9292054,0.619705432,1.617757713
2016-12-15T00:00:00.000000000Z,1.036321679,0.154294693,0.214354765,0.155992019,0.058362745,65.89972793,46.9292054,0.092984044,0.411676647
2016-12-16T00:00:00.000000000Z,1.034716178,0.18780346,0.251971007,0.154886609,0.097084398,66.27345067,46.9292054,0.301439373,0.485981308
